Sample	Quality	Age	Cohort	Piscivorous	I	Year	Increment	X	Y
68	3	6	2014	1779.4	3	2017	737.2	912	522
68	3	6	2014	1779.4	4	2018	768.8	909	376
68	3	6	2014	1779.4	5	2019	747.2	905	234
68	3	6	2014	1779.4	6	2020	557.8	903	128
68	3	6	2014	1779.4	edge		368.8	901	58
69	3	10	2010	2158.9	Piscivorous			973	1968
69	3	10	2010	2158.9	1	2011	3184.4	951	1363
69	3	10	2010	2158.9	2	2012	981.5	944	1177
69	3	10	2010	2158.9	3	2013	1369.9	935	917
69	3	10	2010	2158.9	4	2014	1264.0	926	677
69	3	10	2010	2158.9	5	2015	632.8	921	557
69	3	10	2010	2158.9	6	2016	1042.6	914	359
69	3	10	2010	2158.9	7	2017	747.7	909	217
69	3	10	2010	2158.9	8	2018	410.7	906	139
69	3	10	2010	2158.9	9	2019	226.6	904	96
69	3	10	2010	2158.9	10	2020	169.1	903	64
69	3	10	2010	2158.9	edge		76.6	903	49
7	3	4	2016	1794.1	Piscivorous			747	1884
7	3	4	2016	1794.1	1	2017	3013.6	790	1313
7	3	4	2016	1794.1	2	2018	2046.8	820	925
7	3	4	2016	1794.1	3	2019	3661.1	872	232
7	3	4	2016	1794.1	4	2020	738.0	883	92
7	3	4	2016	1794.1	edge		306.0	887	34
70	3	1	2019	972.5	Piscivorous			594	1052
70	3	1	2019	972.5	1	2020	2206.4	597	633
70	3	1	2019	972.5	edge		3039.8	601	56
71	3	4	2016	10.5	Piscivorous			659	1411
71	3	4	2016	10.5	1	2017	4017.1	720	650
71	3	4	2016	10.5	2	2018	1283.3	739	407
71	3	4	2016	10.5	3	2019	1297.1	759	162
71	3	4	2016	10.5	4	2020	462.4	766	74
71	3	4	2016	10.5	edge		169.2	768	42
72	3	4	2016	2154.6	Piscivorous			678	1471
72	3	4	2016	2154.6	1	2017	4048.8	634	703
72	3	4	2016	2154.6	2	2018	2467.4	608	235
72	3	4	2016	2154.6	3	2019	516.5	602	137
72	3	4	2016	2154.6	4	2020	445.6	597	53
72	3	4	2016	2154.6	edge		184.7	596	18
73	3	4	2016	2146.4	Piscivorous			673	1625
73	3	4	2016	2146.4	1	2017	3906.9	721	884
73	3	4	2016	2146.4	2	2018	2967.9	758	322
73	3	4	2016	2146.4	3	2019	445.2	763	237
73	3	4	2016	2146.4	4	2020	931.9	775	61
73	3	4	2016	2146.4	edge		54.8	775	50
74	3	2	2018	2103.3	Piscivorous			743	1264
74	3	2	2018	2103.3	1	2019	3529.2	674	598
74	3	2	2018	2103.3	2	2020	959.1	655	416
74	3	2	2018	2103.3	edge		1991.7	616	40
75	3	4	2016	2323.2	Piscivorous			714	1447
75	3	4	2016	2323.2	1	2017	4362.2	727	619
75	3	4	2016	2323.2	2	2018	1204.0	731	390
75	3	4	2016	2323.2	3	2019	1126.1	734	176
75	3	4	2016	2323.2	4	2020	653.1	736	52
75	3	4	2016	2323.2	edge		91.3	737	35
76	3	7	2012	926.0	Piscivorous			764	1220
76	3	7	2012	926.0	1	2013	1392.0	726	958
76	3	7	2012	926.0	2	2014	1060.2	697	759
76	3	7	2012	926.0	3	2015	1123.9	666	548
76	3	7	2012	926.0	4	2016	671.5	647	422
76	3	7	2012	926.0	5	2017	847.0	624	262
76	3	7	2012	926.0	6	2018	469.0	611	174
76	3	7	2012	926.0	7	2019	643.3	593	53
76	3	7	2012	926.0	edge		123.5	590	30
77	3	10	2010	1054.0	Piscivorous			838	1657
77	3	10	2010	1054.0	1	2011	2816.5	829	1122
77	3	10	2010	1054.0	2	2012	1210.6	824	892
77	3	10	2010	1054.0	3	2013	685.7	822	762
77	3	10	2010	1054.0	4	2014	651.7	820	638
77	3	10	2010	1054.0	5	2015	842.2	817	478
77	3	10	2010	1054.0	6	2016	611.0	815	362
77	3	10	2010	1054.0	7	2017	453.0	814	276
77	3	10	2010	1054.0	8	2018	283.8	813	222
77	3	10	2010	1054.0	9	2019	484.7	811	130
77	3	10	2010	1054.0	10	2020	199.6	810	92
77	3	10	2010	1054.0	edge		84.2	810	76
78	3	4	2016	1243.5	Piscivorous			522	1220
78	3	4	2016	1243.5	1	2017	1721.5	519	893
78	3	4	2016	1243.5	2	2018	960.0	517	711
78	3	4	2016	1243.5	3	2019	1455.7	514	434
78	3	4	2016	1243.5	4	2020	1039.1	512	237
78	3	4	2016	1243.5	edge		784.2	510	88
79	3	4	2016	2148.7	Piscivorous			814	1308
79	3	4	2016	2148.7	1	2017	3477.1	808	647
79	3	4	2016	2148.7	2	2018	2403.4	804	191
79	3	4	2016	2148.7	3	2019	286.0	803	137
79	3	4	2016	2148.7	4	2020	226.5	803	94
79	3	4	2016	2148.7	edge		118.0	803	71
8	3	3	2017	1273.1	Piscivorous			683	1313
8	3	3	2017	1273.1	1	2018	3172.5	709	711
8	3	3	2017	1273.1	2	2019	1159.3	719	491
8	3	3	2017	1273.1	3	2020	2051.9	735	101
8	3	3	2017	1273.1	edge		266.3	738	50
80	3	5	2016	926.6	Piscivorous			778	1683
80	3	5	2016	926.6	1	2017	2715.9	781	1167
80	3	5	2016	926.6	2	2018	1800.2	782	825
80	3	5	2016	926.6	3	2019	1358.1	783	567
80	3	5	2016	926.6	4	2020	1594.7	785	264
80	3	5	2016	926.6	5	2021	873.8	786	98
80	3	5	2016	926.6	edge		279.0	786	45
81	3	1	2018	1484.1	Piscivorous			557	1094
81	3	1	2018	1484.1	1	2019	2712.8	472	585
81	3	1	2018	1484.1	edge		2810.2	384	59
82	3	3	2017	989.2	Piscivorous			756	1740
82	3	3	2017	989.2	1	2018	3086.5	742	1154
82	3	3	2017	989.2	2	2019	2143.6	732	747
82	3	3	2017	989.2	3	2020	2907.6	718	195
82	3	3	2017	989.2	edge		726.3	715	57
83	3	6	2013	1051.0	Piscivorous			743	1131
83	3	6	2013	1051.0	1	2014	1677.2	761	813
83	3	6	2013	1051.0	2	2015	1841.3	782	464
83	3	6	2013	1051.0	3	2016	1036.7	793	267
83	3	6	2013	1051.0	4	2017	346.1	797	202
83	3	6	2013	1051.0	5	2018	405.9	802	125
83	3	6	2013	1051.0	6	2019	294.9	805	69
83	3	6	2013	1051.0	edge		128.7	807	44
84	3	4	2016	865.3	Piscivorous			492	961
84	3	4	2016	865.3	1	2017	1588.2	434	665
84	3	4	2016	865.3	2	2018	1205.4	391	440
84	3	4	2016	865.3	3	2019	1005.8	354	253
84	3	4	2016	865.3	4	2020	510.5	336	157
84	3	4	2016	865.3	edge		449.4	320	74
85	3	12	2008	1390.6	Piscivorous			1001	1669
85	3	12	2008	1390.6	1	2009	2104.0	1024	1270
85	3	12	2008	1390.6	2	2010	1602.9	1041	966
85	3	12	2008	1390.6	3	2011	864.8	1050	802
85	3	12	2008	1390.6	4	2012	442.0	1055	718
85	3	12	2008	1390.6	5	2013	336.9	1058	654
85	3	12	2008	1390.6	6	2014	506.3	1064	558
85	3	12	2008	1390.6	7	2015	642.3	1071	436
85	3	12	2008	1390.6	8	2016	716.5	1078	300
85	3	12	2008	1390.6	9	2017	275.6	1081	248
85	3	12	2008	1390.6	10	2018	368.5	1085	178
85	3	12	2008	1390.6	11	2019	349.2	1089	112
85	3	12	2008	1390.6	12	2020	252.2	1092	64
85	3	12	2008	1390.6	edge		105.7	1093	44
86	3	1	2019	936.2	Piscivorous			756	1536
86	3	1	2019	936.2	1	2020	5728.1	755	448
86	3	1	2019	936.2	edge		2210.0	754	28
87	3	6	2014	1210.5	Piscivorous			714	1708
87	3	6	2014	1210.5	1	2015	2633.1	708	1208
87	3	6	2014	1210.5	2	2016	1057.4	705	1007
87	3	6	2014	1210.5	3	2017	1187.3	702	781
87	3	6	2014	1210.5	4	2018	1562.7	698	485
87	3	6	2014	1210.5	5	2019	822.4	696	328
87	3	6	2014	1210.5	6	2020	1199.2	693	100
87	3	6	2014	1210.5	edge		188.0	692	65
88	3	11	2009	1467.2	Piscivorous			673	1407
88	3	11	2009	1467.2	1	2010	2192.2	704	992
88	3	11	2009	1467.2	2	2011	481.9	711	901
88	3	11	2009	1467.2	3	2012	426.4	717	820
88	3	11	2009	1467.2	4	2013	869.7	730	655
88	3	11	2009	1467.2	5	2014	562.5	738	549
88	3	11	2009	1467.2	6	2015	436.1	744	466
88	3	11	2009	1467.2	7	2016	306.8	748	408
88	3	11	2009	1467.2	8	2017	559.5	756	302
88	3	11	2009	1467.2	9	2018	303.6	761	244
88	3	11	2009	1467.2	10	2019	391.6	766	170
88	3	11	2009	1467.2	11	2020	201.0	769	132
88	3	11	2009	1467.2	edge		274.9	773	80
89	3	5	2015	1314.9	Piscivorous			818	1772
89	3	5	2015	1314.9	1	2016	2800.5	801	1240
89	3	5	2015	1314.9	2	2017	3522.1	780	571
89	3	5	2015	1314.9	3	2018	927.6	774	395
89	3	5	2015	1314.9	4	2019	417.8	772	316
89	3	5	2015	1314.9	5	2020	670.3	768	189
89	3	5	2015	1314.9	edge		624.9	764	70
9	3	3	2017	1427.5	Piscivorous			810	1690
9	3	3	2017	1427.5	1	2018	4551.3	771	827
9	3	3	2017	1427.5	2	2019	2916.8	745	273
9	3	3	2017	1427.5	3	2020	835.4	738	114
9	3	3	2017	1427.5	edge		320.3	735	54
90	3	8	2011	955.2	Piscivorous			722	1257
90	3	8	2011	955.2	1	2012	2346.4	710	811
90	3	8	2011	955.2	2	2013	691.3	706	680
90	3	8	2011	955.2	3	2014	1032.1	700	484
90	3	8	2011	955.2	4	2015	632.0	697	364
90	3	8	2011	955.2	5	2016	664.4	694	238
90	3	8	2011	955.2	6	2017	430.9	691	156
90	3	8	2011	955.2	7	2018	316.3	690	96
90	3	8	2011	955.2	8	2019	231.8	688	52
90	3	8	2011	955.2	edge		63.1	688	40
91	3	10	2010	568.6	Piscivorous			787	1880
91	3	10	2010	568.6	1	2011	1897.2	771	1520
91	3	10	2010	568.6	2	2012	1586.5	758	1219
91	3	10	2010	568.6	3	2013	895.3	750	1049
91	3	10	2010	568.6	4	2014	747.6	744	907
91	3	10	2010	568.6	5	2015	680.2	738	778
91	3	10	2010	568.6	6	2016	1084.2	729	572
91	3	10	2010	568.6	7	2017	1182.1	719	348
91	3	10	2010	568.6	8	2018	1010.5	710	156
91	3	10	2010	568.6	9	2019	315.5	708	96
91	3	10	2010	568.6	10	2020	242.4	706	50
91	3	10	2010	568.6	edge		84.6	705	34
92	3	4	2016	1147.2	Piscivorous			687	1238
92	3	4	2016	1147.2	1	2017	2950.2	673	678
92	3	4	2016	1147.2	2	2018	926.2	668	502
92	3	4	2016	1147.2	3	2019	1794.6	660	161
92	3	4	2016	1147.2	4	2020	439.4	658	78
92	3	4	2016	1147.2	edge		257.4	656	29
93	3	4	2016	1832.8	Piscivorous			929	1643
93	3	4	2016	1832.8	1	2017	4081.7	800	878
93	3	4	2016	1832.8	2	2018	2032.3	737	498
93	3	4	2016	1832.8	3	2019	1169.2	700	278
93	3	4	2016	1832.8	4	2020	991.2	669	93
93	3	4	2016	1832.8	edge		235.4	661	49
94	3	1	2019	1463.3	Piscivorous			447	843
94	3	1	2019	1463.3	1	2020	4260.2	436	33
94	3	1	2019	1463.3	edge		-0.0	436	33
95	3	7	2012	1733.6	Piscivorous			963	1463
95	3	7	2012	1733.6	1	2013	2747.1	1022	945
95	3	7	2012	1733.6	2	2014	908.3	1042	773
95	3	7	2012	1733.6	3	2015	897.3	1061	604
95	3	7	2012	1733.6	4	2016	923.2	1081	429
95	3	7	2012	1733.6	5	2017	556.2	1092	324
95	3	7	2012	1733.6	6	2018	731.1	1108	186
95	3	7	2012	1733.6	7	2019	472.7	1118	97
95	3	7	2012	1733.6	edge		88.6	1120	80
96	3	4	2016	944.7	Piscivorous			650	1096
96	3	4	2016	944.7	1	2017	2357.1	649	648
96	3	4	2016	944.7	2	2018	1370.8	648	387
96	3	4	2016	944.7	3	2019	760.7	648	243
96	3	4	2016	944.7	4	2020	718.8	648	106
96	3	4	2016	944.7	edge		426.3	648	25
97	3	6	2013	1248.8	Piscivorous			629	1254
97	3	6	2013	1248.8	1	2014	2465.6	571	789
97	3	6	2013	1248.8	2	2015	914.9	549	616
97	3	6	2013	1248.8	3	2016	945.8	527	438
97	3	6	2013	1248.8	4	2017	629.1	512	320
97	3	6	2013	1248.8	5	2018	726.6	495	183
97	3	6	2013	1248.8	6	2019	552.1	481	78
97	3	6	2013	1248.8	edge		211.2	476	39
98	3	1	2019	1845.1	Piscivorous			419	824
98	3	1	2019	1845.1	1	2020	4086.9	484	50
98	3	1	2019	1845.1	edge		6.0	485	49
