measurement;ID;ID2;date;d18O;x;y;SE_permill;SE_percent;OH;site;Distance_um
17;07;BH-01814;18.06.2021;-7.2335654;-6979;526;0.17;0.29;0.0356;;1042.844667
18;07;BH-01814;18.06.2021;-7.2044651;-6956;560;0.18;0.249;0.0359;;1001.798383
19;07;BH-01814;18.06.2021;-6.4381572;-6933;594;0.14;0.301;0.038;;960.7523094
20;07;BH-01814;18.06.2021;-6.1956547;-6910;628;0.14;0.195;0.0389;;919.7064749
21;07;BH-01814;18.06.2021;-6.8940619;-6887;662;0.13;0.218;0.0355;;878.660913
22;07;BH-01814;18.06.2021;-6.4866577;-6864;696;0.22;0.288;0.0363;;837.6156637
23;07;BH-01814;18.06.2021;-5.7591502;-6841;731;0.16;0.288;0.0386;;795.7348805
24;07;BH-01814;18.06.2021;-4.3623358;-6818;766;0.19;0.192;0.0365;;753.8540973
25;07;BH-01814;18.06.2021;-6.7873608;-6795;801;0.14;0.08;0.0388;;711.9733141
26;07;BH-01814;18.06.2021;-6.8455614;-6772;836;0.2;0.197;0.0403;;670.0925309
27;07;BH-01814;18.06.2021;-6.9231622;-6749;871;0.16;0.15;0.0384;;628.2117477
28;07;BH-01814;18.06.2021;-7.2432655;-6726;906;0.17;0.109;0.0416;;586.3309646
29;07;BH-01814;18.06.2021;-6.9813628;-6703;941;0.15;0.137;0.0395;;544.4501814
30;07;BH-01814;18.06.2021;-7.1268643;-6680;976;0.16;0.201;0.0397;;502.5693982
31;07;BH-01814;18.06.2021;-5.5942485;-6657;1011;0.2;0.123;0.0394;;460.688615
32;07;BH-01814;18.06.2021;-5.8755514;-6634;1046;0.13;0.105;0.0391;;418.8078318
33;07;BH-01814;18.06.2021;-6.612759;-6611;1081;0.18;0.117;0.0406;;376.9270486
34;07;BH-01814;18.06.2021;-7.0686637;-6588;1116;0.19;0.136;0.0403;;335.0462655
35;07;BH-01814;18.06.2021;-7.2141652;-6565;1151;0.2;0.132;0.0396;;293.1654823
36;07;BH-01814;18.06.2021;-6.8746617;-6542;1186;0.2;0.158;0.0411;;251.2846991
37;07;BH-01814;18.06.2021;-6.1665544;-6519;1221;0.13;0.15;0.0388;;209.4039159
38;07;BH-01814;18.06.2021;-7.3596667;-6496;1256;0.17;0.178;0.0415;;167.5231327
39;07;BH-01814;18.06.2021;-7.0395634;-6473;1291;0.17;0.147;0.0391;;125.6423495
40;07;BH-01814;18.06.2021;-7.9610729;-6450;1326;0.19;0.097;0.0395;;83.76156637
41;07;BH-01814;18.06.2021;-7.1074641;-6427;1361;0.19;0.05;0.0345;;41.88078318
42;07;core;18.06.2021;-7.3305664;-6404;1396;0.17;0.094;0.0347;;0
1;16;margin;17.06.2021;-4.0713328;2167;-5021;0.17;0.23;0.0328;;1377.441469
2;16;BH-01803;17.06.2021;-4.9540419;2136;-4996;0.17;0.283;0.0327;;1337.619154
3;16;BH-01803;17.06.2021;-4.9055414;2105;-4971;0.15;0.199;0.0337;;1297.79698
4;16;BH-01803;17.06.2021;-4.1586337;2075;-4946;0.15;0.097;0.0346;;1258.746202
5;16;BH-01803;17.06.2021;-4.76974;2044;-4921;0.13;0.272;0.0366;;1218.924116
6;16;BH-01803;17.06.2021;-5.0025424;2014;-4896;0.16;0.259;0.036;;1179.873298
7;16;BH-01803;17.06.2021;-6.8552615;1984;-4871;0.19;0.176;0.0351;;1140.82251
8;16;BH-01803;17.06.2021;-4.1101332;1954;-4846;0.13;0.424;0.0325;;1101.771755
9;16;BH-01803;17.06.2021;-4.7309396;1923;-4821;0.16;0.216;0.0316;;1061.949622
10;16;BH-01803;17.06.2021;-6.0695534;1893;-4796;0.15;0.225;0.0373;;1022.898822
11;16;BH-01803;17.06.2021;-6.1374541;1863;-4771;0.17;0.298;0.0348;;983.8480574
12;16;BH-01803;17.06.2021;-6.321756;1832;-4746;0.12;0.238;0.0378;;944.025953
13;16;BH-01803;17.06.2021;-5.351746;1802;-4721;0.19;0.275;0.0368;;904.9751378
14;16;BH-01803;17.06.2021;-5.0122425;1772;-4696;0.18;0.186;0.0345;;865.9243616
15;16;BH-01803;17.06.2021;-3.7318293;1741;-4671;0.14;0.244;0.0344;;826.1022939
16;16;BH-01803;17.06.2021;-4.0519326;1711;-4646;0.13;0.269;0.0337;;787.0514596
17;16;BH-01803;17.06.2021;-4.8182405;1681;-4621;0.16;0.258;0.0339;;748.0006684
18;16;BH-01803;17.06.2021;-5.5069476;1650;-4596;0.17;0.254;0.0356;;708.1786498
19;16;BH-01803;17.06.2021;-5.4778473;1620;-4571;0.15;0.192;0.0356;;669.1277905
20;16;BH-01803;17.06.2021;-5.6039486;1590;-4546;0.16;0.168;0.0357;;630.0769794
21;16;BH-01803;17.06.2021;-4.8764411;1559;-4521;0.11;0.234;0.0349;;590.2550296
22;16;BH-01803;17.06.2021;-5.3905464;1529;-4496;0.13;0.236;0.0366;;551.2041364
23;16;BH-01803;17.06.2021;-7.970773;1499;-4471;0.16;0.093;0.0423;;512.1532974
24;16;BH-01803;17.06.2021;-6.7776607;1468;-4446;0.18;0.181;0.0365;;472.3314514
25;16;BH-01803;17.06.2021;-6.1568543;1438;-4421;0.19;0.122;0.0373;;433.2805096
26;16;BH-01803;17.06.2021;-5.7591502;1408;-4396;0.16;0.213;0.0355;;394.2296285
27;16;BH-01803;17.06.2021;-4.6145384;1377;-4371;0.14;0.162;0.036;;354.407957
28;16;BH-01803;17.06.2021;-6.5933588;1347;-4346;0.22;0.175;0.0373;;315.3569406
29;16;BH-01803;17.06.2021;NA;1317;-4321;0.36;1.745;0.1385;;276.3059898
30;16;BH-01803;17.06.2021;-5.7203498;1286;-4296;0.12;0.184;0.0374;;236.4846718
31;16;BH-01803;17.06.2021;-5.8464511;1256;-4271;0.13;0.088;0.0354;;197.4335331
32;16;BH-01803;17.06.2021;-6.7873608;1226;-4246;0.15;0.201;0.0381;;158.3824485
33;16;BH-01803;17.06.2021;-6.2926557;1195;-4221;0.16;0.194;0.0316;;118.56222
34;16;BH-01803;17.06.2021;-6.6709596;1165;-4196;0.18;0.122;0.0332;;79.51100553
35;16;BH-01803;17.06.2021;-6.6709596;1135;-4171;0.11;0.179;0.0342;;40.45985665
36;16;core;17.06.2021;-7.7573708;1104;-4145;0.22;0.046;0.0404;;0
1;31;margin;18.06.2021;-4.0616327;0;6342;0.17;0.28;0.033;NRB;1405.739663
2;31;BH-00696;18.06.2021;-5.6330489;37;6326;0.21;0.14;0.038;NRB;1365.438025
3;31;BH-00696;18.06.2021;-5.7688503;74;6310;0.19;0.13;0.034;NRB;1325.136974
4;31;BH-00696;18.06.2021;-5.0704431;111;6295;0.17;0.35;0.034;NRB;1285.212045
5;31;BH-00696;18.06.2021;-3.3341252;148;6280;0.16;0.16;0.037;NRB;1245.287115
6;31;BH-00696;18.06.2021;-4.3429356;185;6265;0.18;0.1;0.037;NRB;1205.362186
7;31;BH-00696;18.06.2021;-7.1850649;222;6250;0.15;0.19;0.038;NRB;1165.437257
8;31;BH-00696;18.06.2021;-7.2141652;259;6235;0.19;0.23;0.041;NRB;1125.512328
9;31;BH-00696;18.06.2021;-6.7873608;296;6220;0.12;0.22;0.041;NRB;1085.587399
10;31;BH-00696;18.06.2021;-3.4990269;333;6205;0.14;0.22;0.039;NRB;1045.662469
11;31;BH-00696;18.06.2021;-4.9928423;370;6190;0.17;0.3;0.037;NRB;1005.73754
12;31;BH-00696;18.06.2021;-4.6436387;407;6174;0.16;0.26;0.036;NRB;965.4372067
13;31;BH-00696;18.06.2021;-5.6233488;444;6159;0.17;0.12;0.039;NRB;925.5122906
14;31;BH-00696;18.06.2021;-6.0598533;481;6144;0.12;0.2;0.04;NRB;885.5873757
15;31;BH-00696;18.06.2021;-5.9531522;518;6129;0.19;0.15;0.04;NRB;845.6624622
16;31;BH-00696;18.06.2021;-6.4672575;555;6114;0.18;0.29;0.042;NRB;805.7375503
17;31;BH-00696;18.06.2021;-4.0034321;592;6099;0.13;0.22;0.038;NRB;765.8126403
18;31;BH-00696;18.06.2021;-4.5563378;629;6084;0.17;0.15;0.04;NRB;725.8877324
19;31;BH-00696;18.06.2021;-4.7794401;666;6069;0.17;0.18;0.04;NRB;685.962827
20;31;BH-00696;18.06.2021;-5.5554481;703;6054;0.22;0.21;0.041;NRB;646.0379246
21;31;BH-00696;18.06.2021;-6.1180539;740;6038;0.16;0.26;0.039;NRB;605.7392178
24;31;BH-00696;18.06.2021;-5.8173508;777;6023;0.17;0.3;0.038;NRB;565.8144572
25;31;BH-00696;18.06.2021;-6.6515594;814;6008;0.13;0.25;0.04;NRB;525.8897223
26;31;BH-00696;18.06.2021;-5.6912495;851;5993;0.14;0.17;0.04;NRB;485.9650193
27;31;BH-00696;18.06.2021;-6.70976;888;5978;0.19;0.24;0.041;NRB;446.0403569
28;31;BH-00696;18.06.2021;-6.6709596;925;5963;0.17;0.3;0.04;NRB;406.115747
29;31;BH-00696;18.06.2021;-7.3596667;962;5948;0.16;0.26;0.045;NRB;366.1912069
30;31;BH-00696;18.06.2021;-7.1462645;999;5933;0.17;0.3;0.043;NRB;326.266762
31;31;BH-00696;18.06.2021;-8.0871742;1036;5918;0.19;0.08;0.05;NRB;286.3424523
32;31;BH-00696;18.06.2021;-7.4275674;1074;5903;0.15;0.31;0.046;NRB;245.4893073
33;31;BH-00696;18.06.2021;-7.7864711;1112;5887;0.17;0.33;0.046;NRB;204.2669822
34;31;BH-00696;18.06.2021;-6.7679606;1150;5872;0.16;0.21;0.042;NRB;163.4135857
35;31;BH-00696;18.06.2021;-6.3314561;1188;5857;0.16;0.06;0.045;NRB;122.5601893
36;31;BH-00696;18.06.2021;-6.8455614;1226;5842;0.16;0.21;0.043;NRB;81.70679286
37;31;BH-00696;18.06.2021;-7.388767;1264;5827;0.19;0.59;0.042;NRB;40.85339643
38;31;core;18.06.2021;-7.5148683;1302;5812;0.22;3.07;0.043;NRB;0
1;32;margin;21.06.2021;-5.3614461;-1214;7282;0.15;0.1;0.034;NRB;1647.402804
2;32;BH-01582;21.06.2021;-4.7600399;-1245;7257;0.18;0.25;0.035;NRB;1607.605051
3;32;BH-01582;21.06.2021;-5.0801432;-1312;7254;0.19;0.46;0.035;NRB;1555.641347
4;32;BH-01582;21.06.2021;-3.0916227;-1342;7227;0.2;0.27;0.035;NRB;1515.282482
5;32;BH-01582;21.06.2021;-5.1092435;-1372;7200;0.14;0.05;0.034;NRB;1474.923727
6;32;BH-01582;21.06.2021;-5.8755514;-1402;7173;0.17;0.34;0.035;NRB;1434.565091
7;32;BH-01582;21.06.2021;-4.3332355;-1432;7146;0.18;0.36;0.035;NRB;1394.206584
8;32;BH-01582;21.06.2021;-5.3323458;-1462;7119;0.18;0.23;0.033;NRB;1353.848219
9;32;BH-01582;21.06.2021;-5.8658513;-1492;7092;0.15;0.2;0.036;NRB;1313.490008
10;32;BH-01582;21.06.2021;-2.9849216;-1522;7065;0.15;0.17;0.034;NRB;1273.131965
11;32;BH-01582;21.06.2021;-4.5175374;-1552;7038;0.17;0.19;0.034;NRB;1232.774107
12;32;BH-01582;21.06.2021;-5.0898433;-1582;7011;0.17;0.26;0.034;NRB;1192.416454
13;32;BH-01582;21.06.2021;-5.8076507;-1612;6984;0.19;0.17;0.036;NRB;1152.059026
14;32;BH-01582;21.06.2021;-5.6718493;-1642;6957;0.18;0.28;0.037;NRB;1111.701849
15;32;BH-01582;21.06.2021;-4.7891402;-1672;6930;0.2;0.55;0.042;NRB;1071.344949
16;32;BH-01582;21.06.2021;-5.4099466;-1702;6903;0.18;0.36;0.037;NRB;1030.988361
17;32;BH-01582;21.06.2021;-5.7591502;-1732;6876;0.22;0.19;0.035;NRB;990.6321214
18;32;BH-01582;21.06.2021;-5.7203498;-1762;6849;0.2;0.4;0.035;NRB;950.2762756
19;32;BH-01582;21.06.2021;-4.3623358;-1791;6822;0.18;0.3;0.035;NRB;910.6530624
20;32;BH-01582;21.06.2021;-4.5854381;-1820;6795;0.17;0.3;0.04;NRB;871.0298502
21;32;BH-01582;21.06.2021;-5.1771442;-1849;6768;0.17;0.27;0.041;NRB;831.4066394
24;32;BH-01582;21.06.2021;-4.6145384;-1878;6741;0.18;0.24;0.04;NRB;791.78343
25;32;BH-01582;21.06.2021;-5.6524491;-1907;6714;0.18;0.27;0.036;NRB;752.1602223
26;32;BH-01582;21.06.2021;-5.9822525;-1936;6687;0.2;0.21;0.038;NRB;712.5370166
27;32;BH-01582;21.06.2021;-6.7679606;-1965;6660;0.2;0.12;0.04;NRB;672.9138132
28;32;BH-01582;21.06.2021;-6.2732555;-1994;6633;0.19;0.31;0.041;NRB;633.2906126
29;32;BH-01582;21.06.2021;-3.8482305;-2023;6606;0.15;0.3;0.039;NRB;593.6674153
30;32;BH-01582;21.06.2021;-4.672739;-2052;6579;0.14;0.22;0.039;NRB;554.0442221
31;32;BH-01582;21.06.2021;-4.8376407;-2081;6553;0.17;0.12;0.042;NRB;515.1019317
32;32;BH-01582;21.06.2021;-6.1568543;-2110;6526;0.14;0.37;0.041;NRB;475.4787061
33;32;BH-01582;21.06.2021;-6.4381572;-2139;6499;0.17;0.22;0.042;NRB;435.8554806
34;32;BH-01582;21.06.2021;-7.4469676;-2168;6472;0.2;0.29;0.044;NRB;396.2322551
35;32;BH-01582;21.06.2021;-6.6224591;-2197;6445;0.16;0.3;0.043;NRB;356.6090296
36;32;BH-01582;21.06.2021;-6.6903598;-2226;6418;0.14;0.25;0.041;NRB;316.9858041
37;32;BH-01582;21.06.2021;-9.3578873;-2255;6391;0.21;0.04;0.046;NRB;277.3625786
38;32;BH-01582;21.06.2021;-9.9592935;-2284;6364;0.24;0.14;0.047;NRB;237.7393531
39;32;BH-01582;21.06.2021;-8.4945784;-2313;6337;0.16;0.15;0.044;NRB;198.1161276
40;32;BH-01582;21.06.2021;-6.6515594;-2342;6310;0.18;0.26;0.039;NRB;158.492902
41;32;BH-01582;21.06.2021;-7.4760679;-2371;6283;0.19;0.28;0.044;NRB;118.8696765
42;32;BH-01582;21.06.2021;-7.6118693;-2400;6256;0.2;0.23;0.046;NRB;79.24645102
43;32;BH-01582;21.06.2021;-7.6991702;-2429;6229;0.17;0.17;0.046;NRB;39.62322551
44;32;core;21.06.2021;-7.4178673;-2458;6202;0.16;0.21;0.043;NRB;0
1;33;margin;21.06.2021;-3.0722225;-2188;5290;0.16;0.37;0.033;NRB;1576.720647
2;33;BH-01560;21.06.2021;-4.6533388;-2207;5255;0.17;0.08;0.037;NRB;1536.896223
3;33;BH-01560;21.06.2021;-4.6436387;-2226;5220;0.19;0.22;0.037;NRB;1497.071809
4;33;BH-01560;21.06.2021;-3.9840319;-2245;5185;0.19;0.3;0.036;NRB;1457.247405
5;33;BH-01560;21.06.2021;-5.5069476;-2264;5150;0.18;0.1;0.034;NRB;1417.423014
6;33;BH-01560;21.06.2021;-5.7300499;-2283;5116;0.18;0.22;0.034;NRB;1378.479235
7;33;BH-01560;21.06.2021;-5.0413428;-2302;5081;0.22;0.08;0.036;NRB;1338.654922
8;33;BH-01560;21.06.2021;-5.1383438;-2321;5046;0.19;0.38;0.035;NRB;1298.830628
9;33;BH-01560;21.06.2021;-5.3032455;-2340;5012;0.21;0.32;0.036;NRB;1259.887297
10;33;BH-01560;21.06.2021;-6.5351582;-2359;4977;0.21;0.13;0.041;NRB;1220.063113
11;33;BH-01560;21.06.2021;-3.993732;-2378;4942;0.16;0.26;0.038;NRB;1180.238959
12;33;BH-01560;21.06.2021;-4.9055414;-2397;4908;0.15;0.32;0.036;NRB;1141.296193
13;33;BH-01560;21.06.2021;-5.2159446;-2416;4873;0.18;0.32;0.036;NRB;1101.472197
14;33;BH-01560;21.06.2021;-4.6436387;-2435;4838;0.15;0.2;0.035;NRB;1061.648247
15;33;BH-01560;21.06.2021;-3.4699266;-2454;4804;0.16;0.17;0.039;NRB;1022.706214
16;33;BH-01560;21.06.2021;-4.3526357;-2473;4769;0.2;0.34;0.037;NRB;982.8824955
17;33;BH-01560;21.06.2021;-5.7591502;-2492;4734;0.23;0.32;0.039;NRB;943.0588529
18;33;BH-01560;21.06.2021;-5.3808463;-2511;4700;0.16;0.17;0.039;NRB;904.1178021
19;33;BH-01560;21.06.2021;-5.2935454;-2530;4665;0.2;0.16;0.04;NRB;864.29451
20;33;BH-01560;21.06.2021;-4.5563378;-2549;4630;0.14;0.27;0.04;NRB;824.4713458
21;33;BH-01560;21.06.2021;-4.866741;-2568;4596;0.17;0.23;0.042;NRB;785.5316671
25;33;BH-01560;21.06.2021;-5.254745;-2587;4561;0.18;0.17;0.04;NRB;745.7090585
26;33;BH-01560;21.06.2021;-5.7785504;-2606;4526;0.11;0.08;0.04;NRB;705.8866765
27;33;BH-01560;21.06.2021;-5.8173508;-2625;4492;0.14;0.2;0.042;NRB;666.9490235
28;33;BH-01560;21.06.2021;-6.1762545;-2644;4457;0.19;0.24;0.041;NRB;627.1275787
29;33;BH-01560;21.06.2021;-6.515758;-2663;4422;0.2;0.3;0.044;NRB;587.3065639
30;33;BH-01560;21.06.2021;-4.9928423;-2682;4388;0.16;0.28;0.041;NRB;548.3721364
31;33;BH-01560;21.06.2021;-4.2944351;-2701;4353;0.19;0.16;0.041;NRB;508.5528488
32;33;BH-01560;21.06.2021;-5.2159446;-2720;4318;0.13;0.2;0.043;NRB;468.7344664
33;33;BH-01560;21.06.2021;-6.0986537;-2738;4284;0.17;0.3;0.045;NRB;430.2650346
34;33;BH-01560;21.06.2021;-6.8358613;-2756;4249;0.21;0.3;0.045;NRB;390.9079175
35;33;BH-01560;21.06.2021;-7.0395634;-2774;4214;0.14;0.28;0.044;NRB;351.5508498
36;33;BH-01560;21.06.2021;-7.776771;-2792;4179;0.21;0.3;0.045;NRB;312.19385
37;33;BH-01560;21.06.2021;-8.3975774;-2810;4145;0.23;0.12;0.046;NRB;273.7243139
38;33;BH-01560;21.06.2021;-7.0783638;-2828;4110;0.15;0.23;0.043;NRB;234.3672332
39;33;BH-01560;21.06.2021;-6.6418593;-2846;4075;0.16;0.23;0.042;NRB;195.0102561
40;33;BH-01560;21.06.2021;-7.0104631;-2864;4041;0.18;0.17;0.041;NRB;156.5407295
41;33;BH-01560;21.06.2021;-7.4178673;-2882;4006;0.14;0.25;0.041;NRB;117.1836166
42;33;BH-01560;21.06.2021;-7.5051682;-2900;3971;0.16;0.28;0.042;NRB;77.82673063
43;33;BH-01560;21.06.2021;-7.000763;-2918;3937;0.17;0.31;0.041;NRB;39.35733731
44;33;core;21.06.2021;-7.1656647;-2936;3902;0.2;0.07;0.042;NRB;0
1;34;margin;21.06.2021;-4.8570409;-7122;3491;0.18;0.25;0.035;NRB;1417.097386
2;34;BH-01701;21.06.2021;-5.0801432;-7087;3511;0.16;0.17;0.034;NRB;1376.786113
3;34;BH-01701;21.06.2021;-3.6833288;-7052;3531;0.21;0.3;0.033;NRB;1336.474841
4;34;BH-01701;21.06.2021;-4.76974;-7017;3551;0.14;0.73;0.031;NRB;1296.16357
5;34;BH-01701;21.06.2021;-4.2168343;-6982;3571;0.15;0.24;0.03;NRB;1255.8523
6;34;BH-01701;21.06.2021;-4.76974;-6947;3591;0.2;0.23;0.029;NRB;1215.541032
7;34;BH-01701;21.06.2021;-4.9055414;-6912;3611;0.15;0.18;0.03;NRB;1175.229765
8;34;BH-01701;21.06.2021;-4.381736;-6877;3631;0.19;0.21;0.03;NRB;1134.918499
9;34;BH-01701;21.06.2021;-5.0219426;-6842;3651;0.15;0.26;0.03;NRB;1094.607235
10;34;BH-01701;21.06.2021;-4.090733;-6807;3671;0.16;0.22;0.031;NRB;1054.295974
11;34;BH-01701;21.06.2021;-4.7794401;-6772;3691;0.17;0.21;0.031;NRB;1013.984714
12;34;BH-01701;21.06.2021;-5.3226457;-6737;3711;0.18;0.28;0.029;NRB;973.6734566
13;34;BH-01701;21.06.2021;-4.3429356;-6702;3731;0.17;0.1;0.03;NRB;933.3622019
16;34;BH-01701;21.06.2021;-5.5166477;-6667;3751;0.17;0.39;0.029;NRB;893.0509504
17;34;BH-01701;21.06.2021;-5.4099466;-6632;3771;0.17;0.25;0.029;NRB;852.7397024
18;34;BH-01701;21.06.2021;-5.2935454;-6597;3792;0.17;0.07;0.029;NRB;811.9341106
19;34;BH-01701;21.06.2021;-4.5563378;-6562;3812;0.16;0.33;0.03;NRB;771.6229649
20;34;BH-01701;21.06.2021;-5.1868443;-6527;3832;0.18;0.28;0.032;NRB;731.311835
21;34;BH-01701;21.06.2021;-3.3923258;-6492;3852;0.17;0.21;0.031;NRB;691.0007236
22;34;BH-01701;21.06.2021;-3.5184271;-6457;3872;0.21;0.08;0.034;NRB;650.6896342
23;34;BH-01701;21.06.2021;-3.8676307;-6422;3892;0.18;0.31;0.034;NRB;610.3785711
24;34;BH-01701;21.06.2021;-4.7309396;-6387;3912;0.18;0.1;0.034;NRB;570.0675399
25;34;BH-01701;21.06.2021;-3.6736287;-6352;3932;0.18;0.18;0.034;NRB;529.7565479
26;34;BH-01701;21.06.2021;-4.3332355;-6317;3952;0.17;0.4;0.034;NRB;489.4456047
27;34;BH-01701;21.06.2021;-5.0025424;-6282;3972;0.15;0.22;0.034;NRB;449.1347237
28;34;BH-01701;21.06.2021;-4.9831422;-6247;3992;0.18;0.09;0.037;NRB;408.823923
29;34;BH-01701;21.06.2021;-3.9743318;-6212;4012;0.17;0.08;0.038;NRB;368.5132291
30;34;BH-01701;21.06.2021;-4.5078373;-6177;4032;0.2;0.16;0.041;NRB;328.2026813
31;34;BH-01701;21.06.2021;-5.3905464;-6142;4052;0.18;0.05;0.045;NRB;287.892341
32;34;BH-01701;21.06.2021;-5.7785504;-6107;4073;0.2;0.13;0.04;NRB;247.0951234
33;34;BH-01701;21.06.2021;-4.3720359;-6071;4093;0.18;0.29;0.031;NRB;205.9126028
34;34;BH-01701;21.06.2021;-4.1586337;-6035;4113;0.18;0.31;0.031;NRB;164.7300823
35;34;BH-01701;21.06.2021;-3.2565244;-5999;4133;0.17;0.21;0.03;NRB;123.5475617
36;34;BH-01701;21.06.2021;-3.0043218;-5963;4153;0.14;0.3;0.03;NRB;82.36504113
39;34;BH-01701;21.06.2021;-2.8782205;-5927;4173;0.14;0.28;0.03;NRB;41.18252056
40;34;core;21.06.2021;-3.1789236;-5891;4193;0.12;0.22;0.03;NRB;0
1;35;margin;21.06.2021;-3.8385304;-3675;-2055;0.18;0.46;0.03;NRB;2200.491082
2;35;BH-01846;21.06.2021;-4.5272375;-3701;-2025;0.17;0.19;0.031;NRB;2160.795455
3;35;BH-01846;21.06.2021;-3.5475274;-3727;-1995;0.17;0.14;0.031;NRB;2121.09995
4;35;BH-01846;21.06.2021;-5.7688503;-3753;-1965;0.21;0.13;0.034;NRB;2081.404574
5;35;BH-01846;21.06.2021;-2.9170209;-3779;-1935;0.17;0.37;0.032;NRB;2041.709333
6;35;BH-01846;21.06.2021;-5.1092435;-3805;-1905;0.14;0.23;0.031;NRB;2002.014236
7;35;BH-01846;21.06.2021;-4.7018393;-3831;-1875;0.16;0.23;0.03;NRB;1962.319291
8;35;BH-01846;21.06.2021;-3.7415294;-3857;-1845;0.13;0.38;0.031;NRB;1922.624508
9;35;BH-01846;21.06.2021;-4.3235354;-3883;-1815;0.19;0.35;0.03;NRB;1882.929898
10;35;BH-01846;21.06.2021;-4.0034321;-3909;-1785;0.16;0.16;0.031;NRB;1843.235471
11;35;BH-01846;21.06.2021;-4.3720359;-3935;-1755;0.2;0.32;0.031;NRB;1803.541239
12;35;BH-01846;21.06.2021;-2.5969176;-3961;-1725;0.16;0.3;0.031;NRB;1763.847216
13;35;BH-01846;21.06.2021;-4.4302365;-3987;-1695;0.17;0.12;0.031;NRB;1724.153415
14;35;BH-01846;21.06.2021;-3.4602265;-4013;-1665;0.17;0.22;0.032;NRB;1684.459854
15;35;BH-01846;21.06.2021;-4.8182405;-4039;-1635;0.16;0.21;0.033;NRB;1644.766549
16;35;BH-01846;21.06.2021;-6.5739586;-4065;-1605;0.16;0.28;0.034;NRB;1605.073519
17;35;BH-01846;21.06.2021;-3.6154281;-4091;-1575;0.15;0.35;0.035;NRB;1565.380784
18;35;BH-01846;21.06.2021;-5.9434521;-4117;-1545;0.18;0.28;0.031;NRB;1525.688369
19;35;BH-01846;21.06.2021;-5.9919526;-4143;-1515;0.2;0.33;0.037;NRB;1485.996299
20;35;BH-01846;21.06.2021;-4.5175374;-4169;-1485;0.14;0.34;0.036;NRB;1446.304601
21;35;BH-01846;21.06.2021;-4.963742;-4195;-1455;0.18;0.32;0.035;NRB;1406.613309
22;35;BH-01846;21.06.2021;-4.9152415;-4220;-1425;0.21;0.27;0.035;NRB;1367.562064
23;35;BH-01846;21.06.2021;-4.9346417;-4245;-1395;0.16;0.43;0.037;NRB;1328.51082
24;35;BH-01846;21.06.2021;-5.1965444;-4270;-1365;0.16;0.41;0.036;NRB;1289.459577
25;35;BH-01846;21.06.2021;-7.1850649;-4295;-1335;0.22;0.4;0.034;NRB;1250.408333
26;35;BH-01846;21.06.2021;-3.9549316;-4320;-1305;0.21;0.25;0.034;NRB;1211.35709
27;35;BH-01846;21.06.2021;-5.2644451;-4345;-1275;0.21;0.32;0.033;NRB;1172.305847
28;35;BH-01846;21.06.2021;-6.127754;-4370;-1245;0.19;0.14;0.031;NRB;1133.254605
29;35;BH-01846;21.06.2021;-4.5660379;-4395;-1215;0.19;0.4;0.034;NRB;1094.203363
30;35;BH-01846;21.06.2021;-4.1198333;-4420;-1185;0.21;0.09;0.036;NRB;1055.152122
31;35;BH-01846;21.06.2021;-5.1480439;-4445;-1155;0.14;0.2;0.034;NRB;1016.100881
32;35;BH-01846;21.06.2021;-3.3729256;-4470;-1125;0.15;0.28;0.036;NRB;977.0496405
33;35;BH-01846;21.06.2021;-4.3720359;-4495;-1095;0.18;0.27;0.036;NRB;937.9984009
34;35;BH-01846;21.06.2021;-4.7503398;-4520;-1065;0.17;0.25;0.036;NRB;898.947162
35;35;BH-01846;21.06.2021;-6.2732555;-4545;-1035;0.2;0.42;0.037;NRB;859.8959239
36;35;BH-01846;21.06.2021;-4.6242385;-4570;-1005;0.18;0.22;0.037;NRB;820.8446869
37;35;BH-01846;21.06.2021;-5.7106497;-4595;-975;0.19;0.18;0.036;NRB;781.793451
38;35;BH-01846;21.06.2021;-5.7979506;-4620;-945;0.2;0.18;0.036;NRB;742.7422164
39;35;BH-01846;21.06.2021;-5.3420459;-4645;-915;0.21;0.2;0.036;NRB;703.6909833
40;35;BH-01846;21.06.2021;-5.6621492;-4670;-885;0.16;0.2;0.036;NRB;664.639752
41;35;BH-01846;21.06.2021;-7.9319726;-4695;-855;0.16;0.5;0.027;NRB;625.5885229
42;35;BH-01846;21.06.2021;-5.1092435;-4720;-825;0.15;0.35;0.038;NRB;586.5372963
43;35;BH-01846;21.06.2021;-4.381736;-4745;-795;0.18;0.28;0.038;NRB;547.4860729
44;35;BH-01846;21.06.2021;-4.4690369;-4770;-765;0.16;0.08;0.038;NRB;508.4348533
45;35;BH-01846;21.06.2021;-4.575738;-4795;-735;0.18;0.24;0.037;NRB;469.3836384
46;35;BH-01846;21.06.2021;-4.7018393;-4820;-705;0.18;0.06;0.034;NRB;430.3324296
47;35;BH-01846;21.06.2021;-4.7600399;-4845;-675;0.14;0.43;0.039;NRB;391.2812288
48;35;BH-01846;21.06.2021;-4.7794401;-4870;-645;0.23;0.18;0.037;NRB;352.2300385
49;35;BH-01846;21.06.2021;-3.8191302;-4895;-615;0.17;0.26;0.038;NRB;313.1788626
50;35;BH-01846;21.06.2021;-5.5651482;-4920;-585;0.16;0.11;0.04;NRB;274.1277075
51;35;BH-01846;21.06.2021;-5.5845484;-4945;-555;0.15;0.06;0.042;NRB;235.0765833
