measurement;ID;ID2;date;d18O;x;y;SE_permill;SE_percent;OH;site;Distance_um
9;70;BH-01722;24.06.2021;-3.2274241;5564;2178;0.13;0.08;0.03088;GB;1735.406581
10;70;BH-01722;24.06.2021;-3.7318293;5553;2140;0.18;0.17;0.03168;GB;1695.850524
11;70;BH-01722;24.06.2021;-4.9152415;5541;2103;0.14;0.13;0.03178;GB;1656.959263
12;70;BH-01722;24.06.2021;-2.3156147;5529;2065;0.13;0.22;0.03077;GB;1617.111623
13;70;BH-01722;24.06.2021;-3.6154281;5518;2027;0.14;0.22;0.03171;GB;1577.555387
14;70;BH-01722;24.06.2021;-4.76974;5507;1990;0.18;0.21;0.03103;GB;1538.955815
15;70;BH-01722;24.06.2021;-2.6454181;5495;1952;0.15;0.08;0.03224;GB;1499.108068
16;70;BH-01722;24.06.2021;-5.0316427;5483;1915;0.22;0.2;0.03274;GB;1460.217107
17;70;BH-01722;24.06.2021;-2.6648183;5472;1877;0.15;0.17;0.03093;GB;1420.660762
18;70;BH-01722;24.06.2021;-4.8279406;5461;1840;0.2;0.14;0.03302;GB;1382.061142
19;70;BH-01722;24.06.2021;-4.4884371;5449;1802;0.13;0.19;0.03396;GB;1342.21347
20;70;BH-01722;24.06.2021;-5.2450449;5437;1765;0.12;0.21;0.03308;GB;1303.322677
21;70;BH-01722;24.06.2021;-4.8861412;5426;1727;0.16;0.24;0.03237;GB;1263.766197
22;70;BH-01722;24.06.2021;-5.0219426;5415;1690;0.18;0.18;0.03568;GB;1225.166519
23;70;BH-01722;24.06.2021;-3.6930289;5403;1652;0.13;0.15;0.03142;GB;1185.318944
24;70;BH-01722;24.06.2021;-5.2935454;5391;1614;0.21;0.19;0.0337;GB;1145.471519
25;70;BH-01722;24.06.2021;-5.5166477;5380;1577;0.18;0.14;0.03727;GB;1106.871718
26;70;BH-01722;24.06.2021;-2.1992135;5369;1539;0.19;0.22;0.03367;GB;1067.315324
27;70;BH-01722;24.06.2021;-3.7124291;5357;1502;0.2;0.13;0.03547;GB;1028.424523
28;70;BH-01722;24.06.2021;-4.1101332;5345;1464;0.17;0.2;0.03409;GB;988.5772605
29;70;BH-01722;24.06.2021;-3.0528223;5334;1427;0.16;0.3;0.0339;GB;949.9773682
30;70;BH-01722;24.06.2021;-3.7609296;5323;1389;0.16;0.16;0.03583;GB;910.4207818
31;70;BH-01722;24.06.2021;-5.0122425;5311;1352;0.21;0.19;0.036;GB;871.5302634
32;70;BH-01722;24.06.2021;-3.6348283;5299;1314;0.2;0.21;0.03485;GB;831.683233
33;70;BH-01722;24.06.2021;-5.3420459;5288;1277;0.2;0.21;0.03562;GB;793.0832239
34;70;BH-01722;24.06.2021;-5.2159446;5277;1239;0.09;0.22;0.03675;GB;753.5263764
35;70;BH-01722;24.06.2021;-5.1965444;5265;1201;0.16;0.21;0.03782;GB;713.6791996
36;70;BH-01722;24.06.2021;-3.8482305;5253;1163;0.16;0.11;0.03719;GB;673.8323234
37;70;BH-01722;24.06.2021;-2.8782205;5242;1125;0.16;0.12;0.03657;GB;634.2751769
38;70;BH-01722;24.06.2021;-7.6991702;5231;1087;0.23;0.08;0.0377;GB;594.7184208
39;70;BH-01722;24.06.2021;-4.2071342;5219;1049;0.18;0.14;0.03626;GB;554.8711562
40;70;BH-01722;24.06.2021;-5.4681472;5207;1011;0.14;0.24;0.03663;GB;515.0242713
41;70;BH-01722;24.06.2021;-5.6136487;5196;973;0.15;0.17;0.03832;GB;475.4671387
42;70;BH-01722;24.06.2021;-5.2741452;5185;935;0.17;0.11;0.03978;GB;435.9105413
43;70;BH-01722;24.06.2021;-6.3993568;5173;897;0.12;0.07;0.04038;GB;396.0631263
44;70;BH-01722;24.06.2021;-3.6639286;5161;859;0.16;0.1;0.03698;GB;356.2162265
45;70;BH-01722;24.06.2021;-3.5863278;5150;821;0.18;0.15;0.03904;GB;316.6591227
46;70;BH-01722;24.06.2021;-4.8473408;5139;783;0.16;0.17;0.04083;GB;277.102869
47;70;BH-01722;24.06.2021;-4.187734;5127;745;0.26;0.05;0.04354;GB;237.2551369
48;70;BH-01722;24.06.2021;-5.0122425;5115;707;0.2;0.18;0.04042;GB;197.4082065
49;70;BH-01722;24.06.2021;-5.0510429;5104;669;0.19;0.16;0.03995;GB;157.8511958
50;70;BH-01722;24.06.2021;-4.5078373;5093;631;0.22;0.05;0.04253;GB;118.2962383
51;70;BH-01722;24.06.2021;-4.9540419;5081;593;0.17;0.07;0.04362;GB;78.44743463
52;70;BH-01722;24.06.2021;-7.3111662;5069;555;0.24;0.11;0.04193;GB;38.60051813
53;70;core;24.06.2021;-6.2344551;5058;518;0.2;0.05;0.03709;GB;0
1;71;margin;25.06.2021;-4.8085404;6227;1644;0.16;0.3;0.03572;GB;1064.152715
2;71;BH-01904;25.06.2021;-4.7794401;6188;1652;0.18;0.27;0.03375;GB;1024.345645
3;71;BH-01904;25.06.2021;-5.4584471;6149;1660;0.15;0.24;0.03139;GB;984.5389784
4;71;BH-01904;25.06.2021;-5.2741452;6111;1669;0.21;0.14;0.03409;GB;945.4914066
5;71;BH-01904;25.06.2021;-6.0695534;6072;1677;0.15;0.23;0.03582;GB;905.6848238
6;71;BH-01904;25.06.2021;-5.5166477;6034;1686;0.22;0.23;0.03392;GB;866.637179
7;71;BH-01904;25.06.2021;-6.2635554;5995;1694;0.22;0.24;0.03267;GB;826.8306961
8;71;BH-01904;25.06.2021;-6.127754;5957;1703;0.18;0.28;0.03403;GB;787.782965
9;71;BH-01904;25.06.2021;-7.2723658;5918;1711;0.16;0.09;0.04583;GB;747.9766039
10;71;BH-01904;25.06.2021;-5.4875474;5880;1720;0.17;0.13;0.03747;GB;708.9287693
11;71;BH-01904;25.06.2021;-6.0210529;5842;1729;0.2;0.18;0.03693;GB;669.8813328
12;71;BH-01904;25.06.2021;-6.0986537;5803;1737;0.17;0.26;0.0382;GB;630.0745988
13;71;BH-01904;25.06.2021;-6.2829556;5765;1746;0.22;0.3;0.03868;GB;591.0270721
14;71;BH-01904;25.06.2021;-6.1859546;5726;1754;0.18;0.23;0.03778;GB;551.2204641
15;71;BH-01904;25.06.2021;-8.4266777;5688;1763;0.16;0.12;0.05019;GB;512.1728224
16;71;BH-01904;25.06.2021;-7.776771;5649;1771;0.19;0.2;0.0401;GB;472.3663832
17;71;BH-01904;25.06.2021;-7.2529656;5611;1780;0.13;0.25;0.04127;GB;433.3185895
18;71;BH-01904;25.06.2021;-7.3014661;5573;1789;0.15;0.22;0.03897;GB;394.2714801
19;71;BH-01904;25.06.2021;-8.552779;5534;1797;0.22;0.12;0.04178;GB;354.4643847
20;71;BH-01904;25.06.2021;-7.0783638;5496;1806;0.19;0.29;0.03727;GB;315.4171841
21;71;BH-01904;25.06.2021;-7.3984671;5457;1814;0.11;0.11;0.03767;GB;275.610232
22;71;BH-01904;25.06.2021;-6.9910629;5419;1823;0.14;0.18;0.04211;GB;236.562888
23;71;BH-01904;25.06.2021;-7.2335654;5380;1831;0.17;0.15;0.04311;GB;196.7561943
24;71;BH-01904;25.06.2021;-8.4848783;5342;1840;0.13;0.37;0.03989;GB;157.708592
25;71;BH-01904;25.06.2021;-9.2414861;5304;1849;0.17;0.26;0.0453;GB;118.6633895
26;71;BH-01904;25.06.2021;-7.6409696;5265;1857;0.16;0.12;0.04494;GB;78.85429601
27;71;BH-01904;25.06.2021;-8.2326757;5227;1866;0.17;0.04;0.04306;GB;39.81205847
28;71;core;25.06.2021;-8.2423758;5188;1874;0.2;0.22;0.04148;GB;0
1;72;margin;25.06.2021;-5.0801432;3366;2229;0.19;0.27;0.03254;GB;895.3820414
2;72;BH-01903;25.06.2021;-5.73975;3403;2245;0.16;0.16;0.03343;GB;855.0707573
3;72;BH-01903;25.06.2021;-7.0686637;3440;2261;0.17;0.28;0.0366;GB;814.7594737
4;72;BH-01903;25.06.2021;-6.321756;3477;2277;0.14;0.24;0.03489;GB;774.4481906
5;72;BH-01903;25.06.2021;-7.4760679;3515;2293;0.18;0.12;0.03609;GB;733.2189305
6;72;BH-01903;25.06.2021;-7.1268643;3552;2309;0.18;0.21;0.03446;GB;692.9076418
7;72;BH-01903;25.06.2021;-7.0686637;3590;2325;0.22;0.3;0.03549;GB;651.6786018
8;72;BH-01903;25.06.2021;-7.3790669;3627;2341;0.14;0.19;0.03742;GB;611.36732
9;72;BH-01903;25.06.2021;-7.5924691;3664;2358;0.16;0.48;0.04176;GB;570.6592679
10;72;BH-01903;25.06.2021;-6.7291602;3702;2374;0.15;0.22;0.03983;GB;529.429882
11;72;BH-01903;25.06.2021;-6.8649616;3739;2390;0.21;0.22;0.03926;GB;489.118595
12;72;BH-01903;25.06.2021;-8.455778;3777;2406;0.15;0.26;0.04137;GB;447.8894953
13;72;BH-01903;25.06.2021;-7.8155714;3814;2422;0.19;0.26;0.03962;GB;407.5782134
14;72;BH-01903;25.06.2021;-7.5342685;3851;2438;0.15;0.2;0.03922;GB;367.2669329
15;72;BH-01903;25.06.2021;-7.9125724;3889;2454;0.16;0.19;0.04036;GB;326.0383413
16;72;BH-01903;25.06.2021;-8.7758813;3926;2471;0.19;0.07;0.04934;GB;285.3296339
17;72;BH-01903;25.06.2021;-7.2335654;3964;2487;0.19;0.31;0.04236;GB;244.1003892
18;72;BH-01903;25.06.2021;-8.358777;4001;2503;0.21;0.15;0.04149;GB;203.7891067
19;72;BH-01903;25.06.2021;-7.7185704;4038;2519;0.16;0.27;0.04011;GB;163.4778272
20;72;BH-01903;25.06.2021;-7.7379706;4076;2535;0.21;0.24;0.04055;GB;122.2497444
21;72;BH-01903;25.06.2021;-7.194765;4113;2551;0.19;0.3;0.04062;GB;81.9390017
22;72;BH-01903;25.06.2021;-7.4081672;4151;2568;0.18;0.15;0.04106;GB;40.31128874
23;72;core;25.06.2021;-7.9901732;4188;2584;0.21;0.46;0.05393;GB;0
1;73;margin;25.06.2021;-6.1374541;4700;4990;0.17;0.17;0.0406;GB;1283.047154
2;73;BH-01902;25.06.2021;-6.224755;4676;4958;0.17;0.23;0.03415;GB;1243.048672
3;73;BH-01902;25.06.2021;-6.9231622;4652;4926;0.16;0.25;0.0372;GB;1203.05029
4;73;BH-01902;25.06.2021;-6.3314561;4630;4895;0.19;0.31;0.03451;GB;1165.042918
5;73;BH-01902;25.06.2021;-4.7115394;4606;4864;0.18;0.27;0.03647;GB;1125.849901
6;73;BH-01902;25.06.2021;-6.0889536;4584;4832;0.13;0.31;0.04038;GB;1087.037258
7;73;BH-01902;25.06.2021;-6.0210529;4560;4801;0.17;0.36;0.04021;GB;1047.843977
8;73;BH-01902;25.06.2021;-7.0298633;4538;4770;0.14;0.21;0.03608;GB;1009.83662
9;73;BH-01902;25.06.2021;-7.2044651;4514;4739;0.16;0.26;0.03787;GB;970.6436009
10;73;BH-01902;25.06.2021;-6.4090569;4492;4707;0.16;0.19;0.04145;GB;931.8309933
11;73;BH-01902;25.06.2021;-7.0880639;4468;4676;0.17;0.25;0.0394;GB;892.6376645
12;73;BH-01902;25.06.2021;-7.2335654;4446;4645;0.18;0.28;0.03998;GB;854.6303294
13;73;BH-01902;25.06.2021;-6.1956547;4422;4613;0.13;0.23;0.03962;GB;814.6318187
14;73;BH-01902;25.06.2021;-3.9452315;4400;4582;0.15;0.31;0.03828;GB;776.6247485
15;73;BH-01902;25.06.2021;-5.5069476;4376;4551;0.16;0.33;0.04098;GB;737.4313527
16;73;BH-01902;25.06.2021;-5.9240519;4354;4520;0.13;0.31;0.04143;GB;699.4240488
17;73;BH-01902;25.06.2021;-6.8261612;4330;4488;0.15;0.27;0.04229;GB;659.4255075
18;73;BH-01902;25.06.2021;-7.7476707;4308;4457;0.15;0.2;0.04295;GB;621.4185385
19;73;BH-01902;25.06.2021;-7.5536687;4284;4426;0.15;0.2;0.04218;GB;582.2250424
20;73;BH-01902;25.06.2021;-7.9998733;4262;4395;0.18;0.17;0.04266;GB;544.2177873
21;73;BH-01902;25.06.2021;-7.6312695;4238;4363;0.19;0.17;0.04203;GB;504.2191984
22;73;BH-01902;25.06.2021;-7.873772;4216;4332;0.2;0.23;0.03988;GB;466.2123979
23;73;BH-01902;25.06.2021;-8.6788803;4192;4301;0.19;0.07;0.04416;GB;427.018735
24;73;BH-01902;25.06.2021;-9.2220859;4170;4270;0.19;0.06;0.0483;GB;389.011568
25;73;BH-01902;25.06.2021;-10.7741019;4146;4238;0.23;0.05;0.05116;GB;349.0128937
26;73;BH-01902;25.06.2021;-7.9901732;4124;4207;0.2;0.13;0.04072;GB;311.0064308
27;73;BH-01902;25.06.2021;NA;4100;4176;0.18;0.3;0.07302;GB;271.8124353
28;73;BH-01902;25.06.2021;-7.9998733;4078;4144;0.19;0.24;0.04011;GB;233.0021459
29;73;BH-01902;25.06.2021;-8.5624791;4054;4113;0.18;0.21;0.04668;GB;193.8066046
30;73;BH-01902;25.06.2021;-8.4751782;4032;4082;0.21;0.15;0.04165;GB;155.8011553
31;73;BH-01902;25.06.2021;NA;4008;4051;0.27;0.05;0.04884;GB;116.6061748
32;73;BH-01902;25.06.2021;-8.5333788;3986;4019;0.19;0.14;0.04877;GB;77.80102827
33;73;BH-01902;25.06.2021;-12.4134188;3962;3988;0.34;0.12;0.04972;GB;38.60051813
34;73;core;25.06.2021;-7.6506697;3939;3957;0.2;0.16;0.04236;GB;0
1;74;margin;25.06.2021;-5.3614461;911;3316;0.19;0.08;0.03354;GB;1490.10503
2;74;BH-00742;25.06.2021;-4.8085404;938;3346;0.2;0.13;0.03262;GB;1449.744805
3;74;BH-00742;25.06.2021;-5.0413428;965;3376;0.18;0.39;0.03008;GB;1409.384617
4;74;BH-00742;25.06.2021;-4.9540419;993;3407;0.23;0.25;0.03493;GB;1367.611787
5;74;BH-00742;25.06.2021;-5.6233488;1021;3437;0.18;0.29;0.03225;GB;1326.578305
6;74;BH-00742;25.06.2021;-6.6418593;1049;3468;0.16;0.42;0.03288;GB;1284.805433
7;74;BH-00742;25.06.2021;-6.2150549;1077;3499;0.18;0.18;0.03339;GB;1243.032582
8;74;BH-00742;25.06.2021;-6.7679606;1105;3529;0.22;0.18;0.03148;GB;1201.999168
9;74;BH-00742;25.06.2021;-6.2053548;1133;3560;0.17;0.51;0.03213;GB;1160.226271
10;74;BH-00742;25.06.2021;-7.4760679;1161;3591;0.19;0.21;0.03587;GB;1118.453396
11;74;BH-00742;25.06.2021;-6.030753;1189;3621;0.18;0.18;0.03637;GB;1077.420067
12;74;BH-00742;25.06.2021;-4.575738;1217;3652;0.16;0.26;0.0322;GB;1035.647141
13;74;BH-00742;25.06.2021;-4.4496367;1244;3683;0.22;0.2;0.03248;GB;994.5476359
14;74;BH-00742;25.06.2021;-5.0801432;1272;3713;0.15;0.18;0.03333;GB;953.5140272
15;74;BH-00742;25.06.2021;-6.5060579;1300;3744;0.14;0.14;0.03868;GB;911.7411913
16;74;BH-00742;25.06.2021;-6.7291602;1328;3774;0.16;0.31;0.0352;GB;870.7077581
17;74;BH-00742;25.06.2021;-6.7970609;1356;3805;0.16;0.29;0.03278;GB;828.9348587
18;74;BH-00742;25.06.2021;-6.4963578;1384;3836;0.22;0.22;0.03406;GB;787.161991
19;74;BH-00742;25.06.2021;-6.7000599;1412;3866;0.16;0.26;0.03342;GB;746.1286752
20;74;BH-00742;25.06.2021;-7.5148683;1440;3897;0.15;0.28;0.0353;GB;704.355734
21;74;BH-00742;25.06.2021;-7.970773;1468;3928;0.22;0.33;0.03442;GB;662.582825
22;74;BH-00742;25.06.2021;-8.7176807;1496;3958;0.17;0.32;0.03488;GB;621.5496762
23;74;BH-00742;25.06.2021;-8.5915794;1524;3989;0.17;0.16;0.03619;GB;579.7766811
24;74;BH-00742;25.06.2021;-8.455778;1551;4020;0.13;0.29;0.03972;GB;538.6770832
25;74;BH-00742;25.06.2021;-7.8640719;1579;4050;0.19;0.16;0.03603;GB;497.6434467
26;74;BH-00742;25.06.2021;-8.0580739;1607;4081;0.14;0.16;0.03585;GB;455.8705957
27;74;BH-00742;25.06.2021;-8.4363778;1635;4112;0.18;0.24;0.03676;GB;414.0978145
28;74;BH-00742;25.06.2021;-8.5139786;1663;4142;0.19;0.27;0.04029;GB;373.0643376
29;74;BH-00742;25.06.2021;-8.552779;1691;4173;0.2;0.18;0.03746;GB;331.2914125
30;74;BH-00742;25.06.2021;-9.7070909;1719;4204;0.17;0.27;0.03753;GB;289.5185659
31;74;BH-00742;25.06.2021;-10.0271942;1747;4234;0.16;0.2;0.04122;GB;248.485412
32;74;BH-00742;25.06.2021;-10.2599966;1775;4265;0.16;0.21;0.03768;GB;206.7123605
33;74;BH-00742;25.06.2021;-9.716791;1803;4295;0.22;0.12;0.03996;GB;165.6804153
34;74;BH-00742;25.06.2021;-10.8226024;1831;4326;0.19;0.13;0.0422;GB;123.9072234
35;74;BH-00742;25.06.2021;-9.2220859;1858;4357;0.17;0.22;0.03885;GB;82.80700453
36;74;BH-00742;25.06.2021;-9.425788;1887;4387;0.19;0.1;0.04352;GB;41.10960958
37;74;core;25.06.2021;-9.3093868;1914;4418;0.22;0.06;0.04325;GB;0
1;75;margin;25.06.2021;-5.2062445;115;4086;0.15;0.41;0.02978;GB;1364.928203
2;75;BH-01897;25.06.2021;-5.6330489;137;4119;0.16;0.36;0.03281;GB;1325.269784
3;75;BH-01897;25.06.2021;-5.545748;159;4152;0.15;0.24;0.02881;GB;1285.611528
4;75;BH-01897;25.06.2021;-6.3411562;182;4185;0.15;0.41;0.02979;GB;1245.388694
5;75;BH-01897;25.06.2021;-5.7009496;204;4218;0.17;0.35;0.03052;GB;1205.730484
6;75;BH-01897;25.06.2021;-5.2256447;227;4251;0.15;0.23;0.03117;GB;1165.507615
7;75;BH-01897;25.06.2021;-3.8094301;250;4284;0.17;0.27;0.03236;GB;1125.284853
8;75;BH-01897;25.06.2021;-4.7309396;273;4317;0.17;0.19;0.03048;GB;1085.06221
9;75;BH-01897;25.06.2021;-6.4575574;295;4351;0.15;0.21;0.0319;GB;1044.578384
10;75;BH-01897;25.06.2021;-6.2441552;318;4384;0.14;0.08;0.03371;GB;1004.355515
11;75;BH-01897;25.06.2021;-5.5748483;341;4417;0.17;0.12;0.0329;GB;964.1327709
12;75;BH-01897;25.06.2021;-6.8261612;363;4450;0.19;0.12;0.0361;GB;924.4744453
13;75;BH-01897;25.06.2021;-4.2750349;386;4483;0.18;0.19;0.03381;GB;884.251661
14;75;BH-01897;25.06.2021;-3.6833288;409;4517;0.13;0.24;0.03258;GB;843.2034156
15;75;BH-01897;25.06.2021;-3.3341252;431;4550;0.19;0.21;0.03268;GB;803.5452694
16;75;BH-01897;25.06.2021;-4.866741;454;4583;0.12;0.29;0.03499;GB;763.3223434
17;75;BH-01897;25.06.2021;-5.2062445;477;4616;0.18;0.23;0.0348;GB;723.0995782
18;75;BH-01897;25.06.2021;-5.6233488;499;4649;0.2;0.15;0.03467;GB;683.4412923
19;75;BH-01897;25.06.2021;-6.4963578;522;4682;0.18;0.17;0.03564;GB;643.2184699
20;75;BH-01897;25.06.2021;-7.7961712;545;4716;0.19;0.22;0.0391;GB;602.1702417
21;75;BH-01897;25.06.2021;-6.9910629;567;4749;0.16;0.14;0.04152;GB;562.5122221
22;75;BH-01897;25.06.2021;-7.0201632;590;4782;0.23;0.37;0.03856;GB;522.2891919
23;75;BH-01897;25.06.2021;-7.5536687;613;4815;0.14;0.33;0.04289;GB;482.0663855
24;75;BH-01897;25.06.2021;-7.7282705;635;4848;0.16;0.29;0.03819;GB;442.4081826
25;75;BH-01897;25.06.2021;-8.1065744;658;4881;0.2;0.11;0.04339;GB;402.1852807
26;75;BH-01897;25.06.2021;-8.3490769;681;4915;0.18;0.23;0.04226;GB;361.1370931
27;75;BH-01897;25.06.2021;-7.873772;703;4948;0.18;0.21;0.04257;GB;321.4793928
28;75;BH-01897;25.06.2021;-7.7088703;726;4981;0.11;0.15;0.03892;GB;281.256111
29;75;BH-01897;25.06.2021;-9.4839886;749;5014;0.19;0.06;0.04226;GB;241.0331927
30;75;BH-01897;25.06.2021;-8.3975774;771;5047;0.11;0.24;0.03791;GB;201.3752716
31;75;BH-01897;25.06.2021;-8.2811762;794;5080;0.21;0.16;0.04115;GB;161.1521021
32;75;BH-01897;25.06.2021;-6.9716627;817;5114;0.19;0.18;0.03976;GB;120.1041215
33;75;BH-01897;25.06.2021;-8.5721792;839;5147;0.18;0.1;0.04057;GB;80.44874144
34;75;BH-01897;25.06.2021;-7.7961712;862;5180;0.23;0.11;0.04187;GB;40.22437072
35;75;core;25.06.2021;-8.3005764;885;5213;0.15;0.3;0.03787;GB;0
1;76;margin;25.06.2021;-5.1868443;-856;4679;0.16;0.2;0.033;GB;1175.804831
2;76;BH-00750;25.06.2021;-5.7009496;-834;4712;0.13;0.28;0.03346;GB;1136.147878
3;76;BH-00750;25.06.2021;-6.3896567;-811;4745;0.16;0.22;0.03393;GB;1095.924267
4;76;BH-00750;25.06.2021;-6.5545584;-788;4778;0.22;0.19;0.03374;GB;1055.700715
5;76;BH-00750;25.06.2021;-7.1171642;-765;4812;0.19;0.16;0.03419;GB;1014.653143
6;76;BH-00750;25.06.2021;-6.4090569;-742;4845;0.18;0.18;0.03415;GB;974.4295767
7;76;BH-00750;25.06.2021;-6.4575574;-719;4879;0.18;0.3;0.0344;GB;933.3820225
8;76;BH-00750;25.06.2021;-7.7961712;-696;4912;0.21;0.25;0.03571;GB;893.1584406
9;76;BH-00750;25.06.2021;-7.4081672;-673;4946;0.18;0.23;0.03963;GB;852.1109083
10;76;BH-00750;25.06.2021;-6.8552615;-650;4979;0.16;0.17;0.04003;GB;811.8873075
11;76;BH-00750;25.06.2021;-6.2441552;-627;5012;0.14;0.17;0.03751;GB;771.6637869
12;76;BH-00750;25.06.2021;-7.388767;-604;5046;0.15;0.2;0.0378;GB;730.6161783
13;76;BH-00750;25.06.2021;-6.3896567;-581;5079;0.21;0.24;0.03929;GB;690.3926419
14;76;BH-00750;25.06.2021;-8.2520759;-558;5113;0.15;0.23;0.03965;GB;649.3450547
15;76;BH-00750;25.06.2021;-8.7661812;-535;5146;0.15;0.22;0.03959;GB;609.1214986
16;76;BH-00750;25.06.2021;-9.2608863;-512;5180;0.12;0.21;0.04037;GB;568.0739388
17;76;BH-00750;25.06.2021;-9.5615894;-489;5213;0.16;0.23;0.04222;GB;527.8503576
18;76;BH-00750;25.06.2021;-9.8719926;-466;5246;0.18;0.1;0.04271;GB;487.6269066
19;76;BH-00750;25.06.2021;-9.9398933;-443;5280;0.2;0.18;0.0464;GB;446.5792203
20;76;BH-00750;25.06.2021;-9.6391902;-420;5313;0.2;0.15;0.04271;GB;406.3557555
21;76;BH-00750;25.06.2021;-9.7943918;-397;5347;0.14;0.23;0.04091;GB;365.3080892
22;76;BH-00750;25.06.2021;-9.8913928;-374;5380;0.2;0.12;0.04398;GB;325.0846044
23;76;BH-00750;25.06.2021;-9.6779906;-351;5414;0.12;0.22;0.04149;GB;284.0369694
24;76;BH-00750;25.06.2021;-10.3278973;-328;5447;0.17;0.15;0.04215;GB;243.8134533
25;76;BH-00750;25.06.2021;-10.2502965;-305;5481;0.19;0.07;0.04652;GB;202.7658748
26;76;BH-00750;25.06.2021;-9.6294901;-282;5514;0.2;0.13;0.04235;GB;162.5423022
27;76;BH-00750;25.06.2021;-10.3569976;-259;5547;0.2;0.16;0.03842;GB;122.3192544
28;76;BH-00750;25.06.2021;-9.7749916;-236;5581;0.11;0.21;0.03788;GB;81.27115109
29;76;BH-00750;25.06.2021;-9.2608863;-213;5614;0.17;0.25;0.03794;GB;41.0487515
30;76;core;25.06.2021;-9.3675874;-190;5648;0.21;0.27;0.03772;GB;0
1;77;margin;25.06.2021;-4.187734;-386;2930;0.19;0.24;0.03324;GB;1260.115074
2;77;BH-01892;25.06.2021;-5.8464511;-409;2963;0.17;0.1;0.03369;GB;1219.891798
3;77;BH-01892;25.06.2021;-5.4972475;-432;2996;0.18;0.24;0.03219;GB;1179.668598
4;77;BH-01892;25.06.2021;-5.0510429;-455;3030;0.19;0.22;0.03284;GB;1138.620657
5;77;BH-01892;25.06.2021;-2.9752215;-478;3063;0.19;0.22;0.03216;GB;1098.397469
6;77;BH-01892;25.06.2021;-4.7891402;-501;3097;0.22;0.08;0.03469;GB;1057.349516
7;77;BH-01892;25.06.2021;-4.4302365;-524;3130;0.15;0.29;0.03268;GB;1017.126344
8;77;BH-01892;25.06.2021;-4.9928423;-547;3164;0.19;0.25;0.03274;GB;976.078378
9;77;BH-01892;25.06.2021;-5.6718493;-570;3197;0.18;0.27;0.03495;GB;935.8552238
10;77;BH-01892;25.06.2021;-5.448747;-593;3231;0.19;0.25;0.03338;GB;894.8072418
11;77;BH-01892;25.06.2021;-5.3420459;-616;3264;0.14;0.28;0.03499;GB;854.5841094
12;77;BH-01892;25.06.2021;-5.9434521;-639;3298;0.19;0.13;0.036;GB;813.5361086
13;77;BH-01892;25.06.2021;-5.7688503;-662;3331;0.22;0.13;0.04028;GB;773.3130026
14;77;BH-01892;25.06.2021;-5.6718493;-685;3365;0.17;0.24;0.04018;GB;732.2649794
15;77;BH-01892;25.06.2021;-4.4884371;-708;3398;0.17;0.17;0.03825;GB;692.0419062
16;77;BH-01892;25.06.2021;-5.0995434;-731;3432;0.22;0.27;0.0396;GB;650.9938556
17;77;BH-01892;25.06.2021;-5.4875474;-754;3466;0.18;0.21;0.04025;GB;609.9458992
18;77;BH-01892;25.06.2021;-5.7979506;-777;3499;0.21;0.21;0.04018;GB;569.7227396
19;77;BH-01892;25.06.2021;-6.3993568;-800;3533;0.21;0.29;0.04136;GB;528.6747582
20;77;BH-01892;25.06.2021;-6.6903598;-823;3566;0.19;0.12;0.04163;GB;488.4516353
21;77;BH-01892;25.06.2021;-6.6418593;-846;3600;0.18;0.21;0.04063;GB;447.4036209
22;77;BH-01892;25.06.2021;-6.3411562;-869;3633;0.21;0.19;0.03807;GB;407.1805496
23;77;BH-01892;25.06.2021;-6.0501532;-892;3667;0.17;0.09;0.03767;GB;366.1324897
24;77;BH-01892;25.06.2021;-6.5448583;-915;3700;0.19;0.22;0.03858;GB;325.9094966
25;77;BH-01892;25.06.2021;-6.4672575;-938;3734;0.17;0.16;0.03672;GB;284.8613698
26;77;BH-01892;25.06.2021;-6.806761;-961;3767;0.14;0.13;0.03917;GB;244.6385088
27;77;BH-01892;25.06.2021;-6.3314561;-984;3801;0.17;0.11;0.04333;GB;203.5902748
28;77;BH-01892;25.06.2021;NA;-1007;3835;0.27;0.41;0.06404;GB;162.5423022
29;77;BH-01892;25.06.2021;-7.1268643;-1030;3868;0.18;0.14;0.04245;GB;122.3192544
30;77;BH-01892;25.06.2021;-8.5236787;-1053;3902;0.23;0.1;0.0452;GB;81.27115109
31;77;BH-01892;25.06.2021;-8.2132755;-1076;3935;0.24;0.16;0.04256;GB;41.0487515
32;77;core;25.06.2021;-8.4169776;-1099;3969;0.23;0.12;0.04212;GB;0
1;78;margin;25.06.2021;-5.5263478;3340;343;0.21;0.24;0.03461;GB;1334.431714
2;78;BH-01893;25.06.2021;-5.6718493;3308;366;0.18;0.27;0.03233;GB;1295.038609
3;78;BH-01893;25.06.2021;-5.7591502;3276;389;0.16;0.17;0.03254;GB;1255.646447
4;78;BH-01893;25.06.2021;-6.2344551;3245;413;0.2;0.15;0.0334;GB;1216.442765
5;78;BH-01893;25.06.2021;-4.7988403;3214;437;0.17;0.07;0.03425;GB;1177.239143
6;78;BH-01893;25.06.2021;-4.866741;3183;461;0.18;0.3;0.03265;GB;1138.035588
7;78;BH-01893;25.06.2021;-5.2741452;3151;484;0.17;0.23;0.03156;GB;1098.643709
8;78;BH-01893;25.06.2021;-7.0686637;3120;508;0.19;0.18;0.03384;GB;1059.439946
