Sample	Quality	Age	Cohort	Piscivorous	I	Year	Increment	X	Y
179	3	6	2014	481.6	2	2016	223.2	1571	809
179	3	6	2014	481.6	3	2017	239.2	1560	570
179	3	6	2014	481.6	4	2018	180.4	1552	390
179	3	6	2014	481.6	5	2019	95.9	1548	294
179	3	6	2014	481.6	6	2020	80.1	1544	214
179	3	6	2014	481.6	edge		62.1	1541	152
18	3	6	2014	337.7	Piscivorous			1725	1898
18	3	6	2014	337.7	1	2015	879.6	1867	1030
18	3	6	2014	337.7	2	2016	277.9	1912	756
18	3	6	2014	337.7	3	2017	136.5	1934	621
18	3	6	2014	337.7	4	2018	154.8	1958	468
18	3	6	2014	337.7	5	2019	136.8	1980	333
18	3	6	2014	337.7	6	2020	110.5	1998	224
18	3	6	2014	337.7	edge		68.9	2009	156
180	2	4	2016	580.5	Piscivorous			1777	1734
180	2	4	2016	580.5	1	2017	1000.3	1662	740
180	2	4	2016	580.5	2	2018	202.8	1638	539
180	2	4	2016	580.5	3	2019	153.4	1621	387
180	2	4	2016	580.5	4	2020	113.4	1607	274
180	2	4	2016	580.5	edge		56.3	1601	218
181	2	4	2016	811.3	Piscivorous			1737	1979
181	2	4	2016	811.3	1	2017	1083.3	1483	926
181	2	4	2016	811.3	2	2018	367.4	1397	569
181	2	4	2016	811.3	3	2019	341.9	1316	236
181	2	4	2016	811.3	4	2020	135.4	1285	105
181	2	4	2016	811.3	edge		92.4	1263	15
182	3	3	2017	563.6	Piscivorous			2154	1900
182	3	3	2017	563.6	1	2018	845.7	1724	1172
182	3	3	2017	563.6	2	2019	849.5	1291	441
182	3	3	2017	563.6	3	2020	94.6	1243	359
182	3	3	2017	563.6	edge		225.9	1128	165
183	3	3	2017	723.5	Piscivorous			1597	1840
183	3	3	2017	723.5	1	2018	922.2	1548	919
183	3	3	2017	723.5	2	2019	249.4	1535	670
183	3	3	2017	723.5	3	2020	312.5	1519	358
183	3	3	2017	723.5	edge		189.2	1509	169
184	3	7	2013	394.2	Piscivorous			1814	1895
184	3	7	2013	394.2	1	2014	526.5	1633	1401
184	3	7	2013	394.2	2	2015	256.7	1545	1159
184	3	7	2013	394.2	3	2016	438.3	1395	748
184	3	7	2013	394.2	4	2017	138.7	1347	617
184	3	7	2013	394.2	5	2018	140.5	1299	486
184	3	7	2013	394.2	6	2019	182.1	1236	315
184	3	7	2013	394.2	7	2020	80.5	1209	239
184	3	7	2013	394.2	edge		37.2	1196	204
185	3	5	2015	519.0	Piscivorous			1809	1753
185	3	5	2015	519.0	1	2016	840.4	1784	913
185	3	5	2015	519.0	2	2017	228.1	1777	685
185	3	5	2015	519.0	3	2018	200.3	1771	485
185	3	5	2015	519.0	4	2019	94.1	1768	391
185	3	5	2015	519.0	5	2020	45.7	1767	345
185	3	5	2015	519.0	edge		129.1	1763	216
186	1	5	2015	340.3	Piscivorous			1962	1662
186	1	5	2015	340.3	1	2016	887.5	1896	777
186	1	5	2015	340.3	2	2017	292.0	1874	486
186	1	5	2015	340.3	3	2018	127.6	1865	359
186	1	5	2015	340.3	4	2019	102.5	1857	256
186	1	5	2015	340.3	5	2020	24.4	1855	232
186	1	5	2015	340.3	edge		18.1	1854	214
187	2	6	2014	519.7	Piscivorous			1689	1798
187	2	6	2014	519.7	1	2015	718.5	1580	1088
187	2	6	2014	519.7	2	2016	349.2	1527	743
187	2	6	2014	519.7	3	2017	172.0	1501	573
187	2	6	2014	519.7	4	2018	206.9	1469	368
187	2	6	2014	519.7	5	2019	149.2	1447	221
187	2	6	2014	519.7	6	2020	66.8	1437	155
187	2	6	2014	519.7	edge		37.2	1431	118
188	3	2	2018	822.8	Piscivorous			1768	1865
188	3	2	2018	822.8	1	2019	998.9	1843	869
188	3	2	2018	822.8	2	2020	559.3	1884	311
188	3	2	2018	822.8	edge		235.8	1902	76
189	1	1	2019	516.0	Piscivorous			1829	1759
189	1	1	2019	516.0	1	2020	934.3	1852	825
189	1	1	2019	516.0	edge		667.2	1869	158
19	2	3	2017	527.0	Piscivorous			1650	1838
19	2	3	2017	527.0	1	2018	1161.3	1678	677
19	2	3	2017	527.0	2	2019	283.0	1685	394
19	2	3	2017	527.0	3	2020	139.2	1688	255
19	2	3	2017	527.0	edge		85.0	1690	170
190	1	2	2018	862.7	Piscivorous			1702	1713
190	1	2	2018	862.7	1	2019	1265.2	1567	455
190	1	2	2018	862.7	2	2020	237.5	1541	219
190	1	2	2018	862.7	edge		202.2	1519	18
191	1	3	2017	597.2	Piscivorous			1650	1971
191	1	3	2017	597.2	1	2018	792.0	1715	1182
191	1	3	2017	597.2	2	2019	279.3	1738	903
191	1	3	2017	597.2	3	2020	620.3	1789	285
191	1	3	2017	597.2	edge		233.9	1808	52
192	2	1	2019	542.1	Piscivorous			1359	1829
192	2	1	2019	542.1	1	2020	1369.5	1402	460
192	2	1	2019	542.1	edge		422.4	1415	38
193	3	8	2012	490.1	Piscivorous			1557	1822
193	3	8	2012	490.1	1	2013	724.8	1637	1102
193	3	8	2012	490.1	2	2014	156.7	1654	946
193	3	8	2012	490.1	3	2015	136.5	1669	810
193	3	8	2012	490.1	4	2016	214.3	1692	597
193	3	8	2012	490.1	5	2017	117.9	1705	480
193	3	8	2012	490.1	6	2018	99.7	1716	381
193	3	8	2012	490.1	7	2019	100.9	1727	280
193	3	8	2012	490.1	8	2020	41.1	1732	240
193	3	8	2012	490.1	edge		47.9	1737	192
194	3	2	2018	784.0	Piscivorous			1576	1840
194	3	2	2018	784.0	1	2019	1128.1	1564	712
194	3	2	2018	784.0	2	2020	368.9	1560	343
194	3	2	2018	784.0	edge		204.1	1558	139
195	3	2	2018	651.4	Piscivorous			1498	1705
195	3	2	2018	651.4	1	2019	918.5	1369	796
195	3	2	2018	651.4	2	2020	500.5	1298	300
195	3	2	2018	651.4	edge		99.1	1284	202
196	1	6	2014	506.9	Piscivorous			1506	1814
196	1	6	2014	506.9	1	2015	809.4	1477	1005
196	1	6	2014	506.9	2	2016	237.4	1469	768
196	1	6	2014	506.9	3	2017	275.3	1459	493
196	1	6	2014	506.9	4	2018	238.0	1450	255
196	1	6	2014	506.9	5	2019	134.9	1445	120
196	1	6	2014	506.9	6	2020	63.0	1443	57
196	1	6	2014	506.9	edge		33.2	1442	24
197	2	6	2014	391.7	Piscivorous			1894	1856
197	2	6	2014	391.7	1	2015	725.4	1917	1131
197	2	6	2014	391.7	2	2016	330.1	1927	801
197	2	6	2014	391.7	3	2017	393.2	1939	408
197	2	6	2014	391.7	4	2018	116.8	1943	291
197	2	6	2014	391.7	5	2019	84.3	1946	207
197	2	6	2014	391.7	6	2020	69.2	1948	138
197	2	6	2014	391.7	edge		65.8	1950	72
198	2	10	2010	366.5	Piscivorous			1377	1833
198	2	10	2010	366.5	1	2011	577.1	1469	1263
198	2	10	2010	366.5	2	2012	340.3	1523	927
198	2	10	2010	366.5	3	2013	180.0	1552	750
198	2	10	2010	366.5	4	2014	206.2	1585	546
198	2	10	2010	366.5	5	2015	187.9	1615	361
198	2	10	2010	366.5	6	2016	60.0	1625	301
198	2	10	2010	366.5	7	2017	50.0	1633	252
198	2	10	2010	366.5	8	2018	28.0	1637	225
198	2	10	2010	366.5	9	2019	30.6	1642	194
198	2	10	2010	366.5	10	2020	42.1	1649	153
198	2	10	2010	366.5	edge		45.4	1656	108
199	3	0	2020	647.0	Piscivorous			1843	1796
199	3	0	2020	647.0	edge		1588.3	1873	208
2	2	3	2017	612.6	Piscivorous			1835	1752
2	2	3	2017	612.6	1	2018	837.5	1869	915
2	2	3	2017	612.6	2	2019	282.5	1880	633
2	2	3	2017	612.6	3	2020	360.2	1895	273
2	2	3	2017	612.6	edge		228.2	1904	45
20	3	8	2012	649.8	Piscivorous			1766	2004
20	3	8	2012	649.8	1	2013	1017.1	1461	1034
20	3	8	2012	649.8	2	2014	244.1	1388	801
20	3	8	2012	649.8	3	2015	240.4	1316	571
20	3	8	2012	649.8	4	2016	175.7	1264	404
20	3	8	2012	649.8	5	2017	98.4	1234	310
20	3	8	2012	649.8	6	2018	78.0	1211	235
20	3	8	2012	649.8	7	2019	65.5	1191	173
20	3	8	2012	649.8	8	2020	49.5	1177	126
20	3	8	2012	649.8	edge		35.1	1166	92
200	2	3	2017	589.7	Piscivorous			1539	1794
200	2	3	2017	589.7	1	2018	803.1	1424	999
200	2	3	2017	589.7	2	2019	627.9	1333	378
200	2	3	2017	589.7	3	2020	133.6	1314	246
200	2	3	2017	589.7	edge		105.6	1299	141
201	3	7	2013	563.7	Piscivorous			1882	1996
201	3	7	2013	563.7	1	2014	763.9	1615	1280
201	3	7	2013	563.7	2	2015	187.5	1550	1105
201	3	7	2013	563.7	3	2016	197.0	1481	920
201	3	7	2013	563.7	4	2017	258.1	1391	678
201	3	7	2013	563.7	5	2018	153.8	1337	534
201	3	7	2013	563.7	6	2019	236.0	1254	313
201	3	7	2013	563.7	7	2020	111.3	1216	209
201	3	7	2013	563.7	edge		53.0	1197	159
202	1	2	2018	587.3	Piscivorous			1850	1849
202	1	2	2018	587.3	1	2019	930.0	1859	919
202	1	2	2018	587.3	2	2020	412.1	1863	507
202	1	2	2018	587.3	edge		345.0	1866	162
203	3	4	2016	647.1	Piscivorous			1568	1923
203	3	4	2016	647.1	1	2017	914.7	1460	1015
203	3	4	2016	647.1	2	2018	305.5	1423	711
203	3	4	2016	647.1	3	2019	293.8	1389	420
203	3	4	2016	647.1	4	2020	175.1	1368	246
203	3	4	2016	647.1	edge		57.2	1361	189
204	3	3	2017	476.0	Piscivorous			1673	1945
204	3	3	2017	476.0	1	2018	1236.1	1599	711
204	3	3	2017	476.0	2	2019	258.6	1583	453
204	3	3	2017	476.0	3	2020	213.5	1570	240
204	3	3	2017	476.0	edge		56.0	1567	184
205	2	4	2016	618.8	Piscivorous			1796	1905
205	2	4	2016	618.8	1	2017	970.3	1846	936
205	2	4	2016	618.8	2	2018	634.0	1879	303
205	2	4	2016	618.8	3	2019	90.2	1883	213
205	2	4	2016	618.8	4	2020	122.8	1890	90
205	2	4	2016	618.8	edge		45.1	1892	45
206	1	3	2017	704.7	Piscivorous			1799	1928
206	1	3	2017	704.7	1	2018	1049.6	1887	882
206	1	3	2017	704.7	2	2019	280.9	1911	602
206	1	3	2017	704.7	3	2020	461.0	1950	143
206	1	3	2017	704.7	edge		78.6	1957	65
207	2	10	2010	555.7	Piscivorous			1525	1799
207	2	10	2010	555.7	1	2011	813.9	1660	996
207	2	10	2010	555.7	2	2012	150.4	1685	848
207	2	10	2010	555.7	3	2013	236.6	1725	615
207	2	10	2010	555.7	4	2014	134.2	1747	483
207	2	10	2010	555.7	5	2015	90.4	1762	393
207	2	10	2010	555.7	6	2016	97.0	1778	298
207	2	10	2010	555.7	7	2017	105.4	1796	194
207	2	10	2010	555.7	8	2018	33.5	1801	161
207	2	10	2010	555.7	9	2019	40.4	1808	121
207	2	10	2010	555.7	10	2020	39.5	1815	82
207	2	10	2010	555.7	edge		26.3	1819	56
208	2	6	2014	426.3	Piscivorous			1677	1767
208	2	6	2014	426.3	1	2015	681.0	2012	1174
208	2	6	2014	426.3	2	2016	466.6	2241	768
208	2	6	2014	426.3	3	2017	275.4	2376	528
208	2	6	2014	426.3	4	2018	169.3	2459	380
208	2	6	2014	426.3	5	2019	141.8	2529	257
208	2	6	2014	426.3	6	2020	82.2	2569	185
208	2	6	2014	426.3	edge		35.7	2587	154
209	3	3	2017	729.4	Piscivorous			1692	1758
209	3	3	2017	729.4	1	2018	957.8	1659	801
209	3	3	2017	729.4	2	2019	441.3	1644	360
209	3	3	2017	729.4	3	2020	104.9	1640	255
209	3	3	2017	729.4	edge		57.0	1638	198
21	1	9	2011	392.6	Piscivorous			1859	2073
21	1	9	2011	392.6	1	2012	682.9	1809	1392
21	1	9	2011	392.6	2	2013	214.0	1794	1179
21	1	9	2011	392.6	3	2014	221.8	1777	957
21	1	9	2011	392.6	4	2015	361.2	1751	597
21	1	9	2011	392.6	5	2016	288.5	1730	309
21	1	9	2011	392.6	6	2017	87.6	1724	222
21	1	9	2011	392.6	7	2018	60.1	1719	162
21	1	9	2011	392.6	8	2019	44.9	1716	117
21	1	9	2011	392.6	9	2020	48.5	1712	69
21	1	9	2011	392.6	edge		47.9	1709	21
210	2	2	2018	526.0	Piscivorous			1662	1942
210	2	2	2018	526.0	1	2019	1059.9	1773	888
210	2	2	2018	526.0	2	2020	606.0	1836	285
210	2	2	2018	526.0	edge		194.2	1856	92
211	2	6	2014	328.6	Piscivorous			1615	2014
211	2	6	2014	328.6	1	2015	1122.0	1697	895
211	2	6	2014	328.6	2	2016	198.3	1712	697
211	2	6	2014	328.6	3	2017	187.2	1726	511
211	2	6	2014	328.6	4	2018	174.9	1739	336
211	2	6	2014	328.6	5	2019	124.6	1748	212
211	2	6	2014	328.6	6	2020	112.1	1756	100
211	2	6	2014	328.6	edge		68.3	1761	32
212	3	4	2016	514.1	Piscivorous			1488	1843
212	3	4	2016	514.1	1	2017	846.1	1509	997
212	3	4	2016	514.1	2	2018	270.1	1515	727
212	3	4	2016	514.1	3	2019	300.0	1523	427
212	3	4	2016	514.1	4	2020	165.3	1527	262
212	3	4	2016	514.1	edge		45.9	1528	216
213	2	4	2016	404.8	Piscivorous			1920	2026
213	2	4	2016	404.8	1	2017	980.5	1773	1057
213	2	4	2016	404.8	2	2018	652.5	1674	412
213	2	4	2016	404.8	3	2019	177.3	1648	236
213	2	4	2016	404.8	4	2020	109.8	1631	128
213	2	4	2016	404.8	edge		61.5	1622	67
214	2	4	2016	414.8	Piscivorous			1585	1700
214	2	4	2016	414.8	1	2017	1030.1	1415	684
214	2	4	2016	414.8	2	2018	314.3	1363	374
214	2	4	2016	414.8	3	2019	113.8	1344	262
214	2	4	2016	414.8	4	2020	74.3	1332	188
214	2	4	2016	414.8	edge		43.1	1325	146
215	1	5	2015	570.2	Piscivorous			1514	1948
215	1	5	2015	570.2	1	2016	825.5	1417	1128
215	1	5	2015	570.2	2	2017	447.2	1365	684
215	1	5	2015	570.2	3	2018	348.6	1324	338
215	1	5	2015	570.2	4	2019	144.8	1307	194
215	1	5	2015	570.2	5	2020	129.5	1292	65
215	1	5	2015	570.2	edge		63.9	1284	2
216	3	1	2019	376.9	Piscivorous			1720	1849
216	3	1	2019	376.9	1	2020	1482.3	1796	369
216	3	1	2019	376.9	edge		329.8	1813	39
217	3	6	2014	569.4	Piscivorous			1879	1850
217	3	6	2014	569.4	1	2015	1121.1	1868	729
217	3	6	2014	569.4	2	2016	0.0	1868	729
217	3	6	2014	569.4	3	2017	318.0	1865	411
217	3	6	2014	569.4	4	2018	108.0	1863	303
217	3	6	2014	569.4	5	2019	123.1	1862	180
217	3	6	2014	569.4	6	2020	87.0	1861	93
217	3	6	2014	569.4	edge		37.0	1861	56
218	3	6	2014	776.3	Piscivorous			1399	2102
218	3	6	2014	776.3	1	2015	962.1	1544	1151
218	3	6	2014	776.3	2	2016	429.8	1609	726
218	3	6	2014	776.3	3	2017	179.0	1636	549
218	3	6	2014	776.3	4	2018	118.4	1654	432
218	3	6	2014	776.3	5	2019	130.2	1673	303
218	3	6	2014	776.3	6	2020	210.1	1705	96
218	3	6	2014	776.3	edge		52.2	1713	44
219	3	1	2019	578.3	Piscivorous			1663	1910
219	3	1	2019	578.3	1	2020	1365.2	1564	548
219	3	1	2019	578.3	edge		316.3	1541	233
22	3	1	2019	471.9	Piscivorous			1645	1910
22	3	1	2019	471.9	1	2020	1172.8	1477	749
22	3	1	2019	471.9	edge		304.5	1433	448
220	3	7	2013	327.1	Piscivorous			1707	1551
220	3	7	2013	327.1	1	2014	460.5	1688	1091
220	3	7	2013	327.1	2	2015	280.0	1677	811
220	3	7	2013	327.1	3	2016	98.1	1673	713
220	3	7	2013	327.1	4	2017	128.5	1668	585
220	3	7	2013	327.1	5	2018	101.9	1663	483
220	3	7	2013	327.1	6	2019	83.9	1660	399
220	3	7	2013	327.1	7	2020	36.3	1659	363
220	3	7	2013	327.1	edge		86.8	1655	276
221	3	4	2016	777.6	Piscivorous			1577	1830
221	3	4	2016	777.6	1	2017	988.1	1664	846
221	3	4	2016	777.6	2	2018	334.1	1693	513
221	3	4	2016	777.6	3	2019	286.0	1719	228
221	3	4	2016	777.6	4	2020	114.6	1729	114
221	3	4	2016	777.6	edge		48.1	1733	66
222	3	0	2020	836.1	Piscivorous			1730	1827
222	3	0	2020	836.1	edge		1793.0	1409	63
223	3	0	2020	673.7	Piscivorous			1723	1755
223	3	0	2020	673.7	edge		1638.6	1768	117
224	3	7	2013	340.8	Piscivorous			1573	1908
224	3	7	2013	340.8	1	2014	855.5	1815	1088
224	3	7	2013	340.8	2	2015	210.9	1875	885
224	3	7	2013	340.8	3	2016	181.0	1926	712
224	3	7	2013	340.8	4	2017	160.3	1971	558
224	3	7	2013	340.8	5	2018	206.0	2030	360
224	3	7	2013	340.8	6	2019	105.5	2060	259
224	3	7	2013	340.8	7	2020	92.0	2086	171
224	3	7	2013	340.8	edge		96.7	2113	78
225	3	2	2018	1072.7	Piscivorous			1469	1888
225	3	2	2018	1072.7	1	2019	1327.4	1529	562
225	3	2	2018	1072.7	2	2020	296.3	1543	266
225	3	2	2018	1072.7	edge		178.2	1551	88
226	2	3	2017	333.1	Piscivorous			1996	1768
226	2	3	2017	333.1	1	2018	1127.8	2100	645
226	2	3	2017	333.1	2	2019	132.0	2112	514
226	2	3	2017	333.1	3	2020	172.2	2128	342
226	2	3	2017	333.1	edge		301.4	2156	42
227	2	3	2017	980.9	Piscivorous			1867	1921
227	2	3	2017	980.9	1	2018	1595.6	1701	334
227	2	3	2017	980.9	2	2019	115.6	1689	219
227	2	3	2017	980.9	3	2020	103.0	1678	117
227	2	3	2017	980.9	edge		50.9	1673	66
228	3	8	2012	251.0	Piscivorous			1837	1708
228	3	8	2012	251.0	1	2013	551.2	1872	1158
228	3	8	2012	251.0	2	2014	283.6	1889	875
228	3	8	2012	251.0	3	2015	168.0	1900	707
228	3	8	2012	251.0	4	2016	174.4	1911	533
228	3	8	2012	251.0	5	2017	117.7	1918	416
228	3	8	2012	251.0	6	2018	87.0	1924	329
228	3	8	2012	251.0	7	2019	69.2	1928	260
228	3	8	2012	251.0	8	2020	67.7	1932	192
228	3	8	2012	251.0	edge		46.2	1935	146
229	2	7	2013	345.2	Piscivorous			1909	1917
229	2	7	2013	345.2	1	2014	860.5	1842	1059
229	2	7	2013	345.2	2	2015	304.2	1818	756
229	2	7	2013	345.2	3	2016	162.9	1805	593
229	2	7	2013	345.2	4	2017	201.6	1789	392
229	2	7	2013	345.2	5	2018	104.7	1781	288
229	2	7	2013	345.2	6	2019	165.9	1768	123
229	2	7	2013	345.2	7	2020	44.9	1765	78
229	2	7	2013	345.2	edge		36.1	1762	42
23	2	3	2017	512.5	Piscivorous			1739	1635
23	2	3	2017	512.5	1	2018	1081.4	1834	558
23	2	3	2017	512.5	2	2019	128.8	1846	430
23	2	3	2017	512.5	3	2020	148.0	1859	282
23	2	3	2017	512.5	edge		92.4	1867	190
230	3	2	2018	555.3	Piscivorous			1888	1755
230	3	2	2018	555.3	1	2019	837.2	1878	918
230	3	2	2018	555.3	2	2020	632.8	1870	285
230	3	2	2018	555.3	edge		222.1	1867	63
231	3	1	2019	688.4	Piscivorous			1688	1757
231	3	1	2019	688.4	1	2020	889.7	1802	875
231	3	1	2019	688.4	edge		774.0	1901	107
232	3	2	2018	474.0	Piscivorous			1891	1962
232	3	2	2018	474.0	1	2019	1042.3	1774	926
232	3	2	2018	474.0	2	2020	587.4	1709	343
232	3	2	2018	474.0	edge		302.5	1675	42
233	3	9	2011	402.2	Piscivorous			1538	1677
233	3	9	2011	402.2	1	2012	700.3	1560	977
233	3	9	2011	402.2	2	2013	228.3	1567	749
233	3	9	2011	402.2	3	2014	88.8	1570	660
233	3	9	2011	402.2	4	2015	76.0	1572	584
233	3	9	2011	402.2	5	2016	146.1	1577	438
233	3	9	2011	402.2	6	2017	122.2	1580	316
233	3	9	2011	402.2	7	2018	54.1	1582	262
233	3	9	2011	402.2	8	2019	61.9	1584	200
233	3	9	2011	402.2	9	2020	71.9	1586	128
233	3	9	2011	402.2	edge		58.2	1588	70
234	3	4	2016	599.6	Piscivorous			1588	1935
234	3	4	2016	599.6	1	2017	1125.4	1675	813
234	3	4	2016	599.6	2	2018	240.4	1694	573
234	3	4	2016	599.6	3	2019	153.9	1706	420
234	3	4	2016	599.6	4	2020	159.0	1718	261
234	3	4	2016	599.6	edge		50.4	1722	211
235	3	2	2018	676.5	Piscivorous			1858	1724
235	3	2	2018	676.5	1	2019	931.2	1873	793
235	3	2	2018	676.5	2	2020	276.1	1877	517
235	3	2	2018	676.5	edge		284.0	1882	233
236	3	3	2017	287.7	Piscivorous			1886	1992
236	3	3	2017	287.7	1	2018	1273.0	1731	729
236	3	3	2017	287.7	2	2019	495.6	1670	237
236	3	3	2017	287.7	3	2020	125.1	1655	112
236	3	3	2017	287.7	edge		74.0	1646	39
237	3	2	2018	788.7	Piscivorous			1591	1898
237	3	2	2018	788.7	1	2019	1120.2	1676	781
237	3	2	2018	788.7	2	2020	319.2	1701	463
237	3	2	2018	788.7	edge		164.3	1713	299
238	3	9	2011	255.5	Piscivorous			1739	1821
238	3	9	2011	255.5	1	2012	435.2	1748	1386
238	3	9	2011	255.5	2	2013	363.9	1756	1022
238	3	9	2011	255.5	3	2014	276.1	1761	746
238	3	9	2011	255.5	4	2015	240.0	1766	506
238	3	9	2011	255.5	5	2016	102.0	1768	404
238	3	9	2011	255.5	6	2017	84.0	1770	320
238	3	9	2011	255.5	7	2018	48.0	1771	272
238	3	9	2011	255.5	8	2019	32.1	1772	240
238	3	9	2011	255.5	9	2020	39.9	1773	200
238	3	9	2011	255.5	edge		16.0	1773	184
239	3	0	2020	1022.9	Piscivorous			1708	1845
239	3	0	2020	1022.9	edge		1628.6	1830	221
24	3	4	2016	793.8	Piscivorous			1582	1857
24	3	4	2016	793.8	1	2017	963.9	1825	924
24	3	4	2016	793.8	2	2018	401.7	1926	535
24	3	4	2016	793.8	3	2019	193.5	1975	348
24	3	4	2016	793.8	4	2020	109.2	2003	243
24	3	4	2016	793.8	edge		132.9	2036	114
240	3	2	2018	470.0	Piscivorous			1709	1781
240	3	2	2018	470.0	1	2019	686.8	1744	1095
240	3	2	2018	470.0	2	2020	593.0	1774	503
240	3	2	2018	470.0	edge		419.4	1795	84
241	1	3	2017	259.6	Piscivorous			1572	1803
241	1	3	2017	259.6	1	2018	735.2	1591	1068
241	1	3	2017	259.6	2	2019	392.1	1601	676
241	1	3	2017	259.6	3	2020	250.0	1608	426
241	1	3	2017	259.6	edge		328.2	1616	98
242	3	1	2019	234.2	Piscivorous			1797	1750
242	3	1	2019	234.2	1	2020	1216.1	1786	534
242	3	1	2019	234.2	edge		388.7	1782	145
243	3	0	2020	443.1	Piscivorous			1585	1691
243	3	0	2020	443.1	edge		1555.3	1613	136
244	3	4	2016	394.0	Piscivorous			1666	1941
244	3	4	2016	394.0	1	2017	1028.2	1647	913
244	3	4	2016	394.0	2	2018	465.1	1639	448
244	3	4	2016	394.0	3	2019	216.1	1635	232
244	3	4	2016	394.0	4	2020	102.1	1633	130
244	3	4	2016	394.0	edge		50.8	1632	79
245	3	3	2017	666.9	Piscivorous			1650	1773
245	3	3	2017	666.9	1	2018	734.2	1763	1047
245	3	3	2017	666.9	2	2019	572.8	1851	481
245	3	3	2017	666.9	3	2020	106.6	1867	376
245	3	3	2017	666.9	edge		32.5	1872	344
246	3	6	2014	512.1	Piscivorous			1614	1859
246	3	6	2014	512.1	1	2015	853.1	1602	1006
246	3	6	2014	512.1	2	2016	248.0	1598	758
246	3	6	2014	512.1	3	2017	235.0	1595	523
246	3	6	2014	512.1	4	2018	185.9	1592	337
246	3	6	2014	512.1	5	2019	96.1	1590	241
246	3	6	2014	512.1	6	2020	83.9	1589	157
246	3	6	2014	512.1	edge		87.0	1588	70
247	3	4	2016	416.1	Piscivorous			1807	1771
247	3	4	2016	416.1	1	2017	1059.1	1793	712
247	3	4	2016	416.1	2	2018	306.1	1788	406
247	3	4	2016	416.1	3	2019	94.0	1787	312
247	3	4	2016	416.1	4	2020	100.0	1786	212
247	3	4	2016	416.1	edge		49.0	1785	163
248	3	2	2018	611.2	Piscivorous			1686	1808
248	3	2	2018	611.2	1	2019	1143.1	1739	666
248	3	2	2018	611.2	2	2020	304.3	1753	362
248	3	2	2018	611.2	edge		152.3	1760	210
249	1	6	2014	472.2	Piscivorous			1703	1767
249	1	6	2014	472.2	1	2015	1004.7	1632	765
249	1	6	2014	472.2	2	2016	360.2	1607	406
249	1	6	2014	472.2	3	2017	81.9	1601	324
249	1	6	2014	472.2	4	2018	56.6	1597	267
249	1	6	2014	472.2	5	2019	54.3	1593	213
249	1	6	2014	472.2	6	2020	59.7	1589	154
249	1	6	2014	472.2	edge		27.7	1587	126
25	2	4	2016	652.0	Piscivorous			1816	1829
25	2	4	2016	652.0	1	2017	1063.2	1691	773
25	2	4	2016	652.0	2	2018	298.5	1656	477
25	2	4	2016	652.0	3	2019	254.5	1626	224
25	2	4	2016	652.0	4	2020	129.9	1610	95
25	2	4	2016	652.0	edge		62.6	1603	33
250	3	3	2017	994.1	Piscivorous			1839	1886
250	3	3	2017	994.1	1	2018	1367.4	1808	519
250	3	3	2017	994.1	2	2019	291.0	1802	228
250	3	3	2017	994.1	3	2020	120.1	1799	108
250	3	3	2017	994.1	edge		80.0	1797	28
251	3	3	2017	605.5	Piscivorous			1669	1935
251	3	3	2017	605.5	1	2018	1207.3	1568	732
251	3	3	2017	605.5	2	2019	412.3	1534	321
251	3	3	2017	605.5	3	2020	226.2	1515	96
251	3	3	2017	605.5	edge		56.8	1510	39
252	3	2	2018	549.9	Piscivorous			1480	1926
252	3	2	2018	549.9	1	2019	850.0	1534	1078
252	3	2	2018	549.9	2	2020	745.3	1582	334
252	3	2	2018	549.9	edge		226.4	1596	108
253	3	9	2011	451.4	Piscivorous			1651	1894
253	3	9	2011	451.4	1	2012	639.6	1739	1261
253	3	9	2011	451.4	2	2013	442.8	1801	822
253	3	9	2011	451.4	3	2014	178.2	1825	645
253	3	9	2011	451.4	4	2015	140.0	1845	507
253	3	9	2011	451.4	5	2016	45.8	1851	461
253	3	9	2011	451.4	6	2017	54.3	1859	408
253	3	9	2011	451.4	7	2018	86.6	1870	322
253	3	9	2011	451.4	8	2019	61.1	1879	261
253	3	9	2011	451.4	9	2020	49.2	1886	213
253	3	9	2011	451.4	edge		38.0	1891	175
254	2	6	2014	450.5	Piscivorous			1756	1827
254	2	6	2014	450.5	1	2015	567.8	1810	1262
254	2	6	2014	450.5	2	2016	540.8	1862	723
254	2	6	2014	450.5	3	2017	329.5	1894	395
254	2	6	2014	450.5	4	2018	102.1	1903	294
254	2	6	2014	450.5	5	2019	104.8	1913	190
254	2	6	2014	450.5	6	2020	108.9	1924	81
254	2	6	2014	450.5	edge		43.3	1928	38
255	3	7	2013	441.9	Piscivorous			1638	1836
255	3	7	2013	441.9	1	2014	592.9	1484	1263
255	3	7	2013	441.9	2	2015	381.3	1385	895
255	3	7	2013	441.9	3	2016	306.5	1305	599
255	3	7	2013	441.9	4	2017	144.7	1268	459
255	3	7	2013	441.9	5	2018	75.5	1248	387
255	3	7	2013	441.9	6	2019	61.9	1232	327
255	3	7	2013	441.9	7	2020	101.8	1206	229
255	3	7	2013	441.9	edge		60.6	1190	170
256	2	3	2017	784.5	Piscivorous			1560	1851
256	2	3	2017	784.5	1	2018	975.1	1641	879
256	2	3	2017	784.5	2	2019	384.9	1672	496
256	2	3	2017	784.5	3	2020	241.2	1692	255
256	2	3	2017	784.5	edge		214.0	1710	42
257	2	4	2016	669.2	Piscivorous			1728	1702
