Sample	Quality	Age	Cohort	Piscivorous	I	Year	Increment	X	Y
70	2	3	2017	462.7	Piscivorous			1681	1673
70	2	3	2017	462.7	1	2018	827.0	1736	848
70	2	3	2017	462.7	2	2019	312.5	1757	536
70	2	3	2017	462.7	3	2020	122.7	1765	414
70	2	3	2017	462.7	edge		208.0	1779	206
71	3	4	2016	644.4	Piscivorous			1797	1833
71	3	4	2016	644.4	1	2017	1068.1	1815	765
71	3	4	2016	644.4	2	2018	216.0	1819	549
71	3	4	2016	644.4	3	2019	120.0	1821	429
71	3	4	2016	644.4	4	2020	198.0	1824	231
71	3	4	2016	644.4	edge		169.1	1827	62
72	3	8	2012	542.3	Piscivorous			1587	1789
72	3	8	2012	542.3	1	2013	801.4	1634	989
72	3	8	2012	542.3	2	2014	165.2	1644	824
72	3	8	2012	542.3	3	2015	121.3	1651	703
72	3	8	2012	542.3	4	2016	188.3	1663	515
72	3	8	2012	542.3	5	2017	139.2	1671	376
72	3	8	2012	542.3	6	2018	64.2	1675	312
72	3	8	2012	542.3	7	2019	106.4	1681	206
72	3	8	2012	542.3	8	2020	41.6	1683	164
72	3	8	2012	542.3	edge		62.4	1687	102
73	3	8	2012	643.2	Piscivorous			1610	1868
73	3	8	2012	643.2	1	2013	819.7	1697	1053
73	3	8	2012	643.2	2	2014	227.1	1722	827
73	3	8	2012	643.2	3	2015	230.7	1746	598
73	3	8	2012	643.2	4	2016	100.3	1757	498
73	3	8	2012	643.2	5	2017	190.2	1777	309
73	3	8	2012	643.2	6	2018	157.6	1794	152
73	3	8	2012	643.2	7	2019	53.1	1799	99
73	3	8	2012	643.2	8	2020	59.7	1806	40
73	3	8	2012	643.2	edge		20.2	1808	20
74	3	4	2016	384.1	Piscivorous			1448	1951
74	3	4	2016	384.1	1	2017	1188.4	1479	763
74	3	4	2016	384.1	2	2018	348.1	1488	415
74	3	4	2016	384.1	3	2019	176.0	1492	239
74	3	4	2016	384.1	4	2020	48.0	1493	191
74	3	4	2016	384.1	edge		27.1	1494	164
75	1	8	2012	503.9	Piscivorous			1797	1893
75	1	8	2012	503.9	1	2013	1059.3	1820	834
75	1	8	2012	503.9	2	2014	145.0	1823	689
75	1	8	2012	503.9	3	2015	115.1	1825	574
75	1	8	2012	503.9	4	2016	94.0	1827	480
75	1	8	2012	503.9	5	2017	98.9	1830	381
75	1	8	2012	503.9	6	2018	86.1	1831	295
75	1	8	2012	503.9	7	2019	60.0	1833	235
75	1	8	2012	503.9	8	2020	68.1	1834	167
75	1	8	2012	503.9	edge		40.9	1835	126
76	2	8	2012	385.0	Piscivorous			1894	1870
76	2	8	2012	385.0	1	2013	535.3	1933	1336
76	2	8	2012	385.0	2	2014	217.9	1949	1119
76	2	8	2012	385.0	3	2015	110.0	1957	1009
76	2	8	2012	385.0	4	2016	359.7	1983	650
76	2	8	2012	385.0	5	2017	120.7	1991	530
76	2	8	2012	385.0	6	2018	155.3	2003	375
76	2	8	2012	385.0	7	2019	183.5	2016	192
76	2	8	2012	385.0	8	2020	87.4	2022	105
76	2	8	2012	385.0	edge		50.9	2026	54
77	2	3	2017	931.4	Piscivorous			1755	1985
77	2	3	2017	931.4	1	2018	1243.5	1694	743
77	2	3	2017	931.4	2	2019	533.4	1668	210
77	2	3	2017	931.4	3	2020	111.5	1663	99
77	2	3	2017	931.4	edge		75.0	1659	24
78	2	2	2018	695.4	Piscivorous			1581	1880
78	2	2	2018	695.4	1	2019	880.3	1561	1000
78	2	2	2018	695.4	2	2020	588.1	1548	412
78	2	2	2018	695.4	edge		222.1	1543	190
79	2	5	2015	515.0	Piscivorous			1757	1892
79	2	5	2015	515.0	1	2016	641.1	1746	1251
79	2	5	2015	515.0	2	2017	469.0	1738	782
79	2	5	2015	515.0	3	2018	200.1	1734	582
79	2	5	2015	515.0	4	2019	180.0	1731	402
79	2	5	2015	515.0	5	2020	126.0	1729	276
79	2	5	2015	515.0	edge		110.1	1727	166
8	2	5	2015	551.4	Piscivorous			1801	1859
8	2	5	2015	551.4	1	2016	1019.0	1844	841
8	2	5	2015	551.4	2	2017	290.2	1857	551
8	2	5	2015	551.4	3	2018	246.3	1867	305
8	2	5	2015	551.4	4	2019	136.1	1873	169
8	2	5	2015	551.4	5	2020	66.2	1876	103
8	2	5	2015	551.4	edge		30.8	1877	72
80	0	3	2017	612.1	Piscivorous			1737	1906
80	0	3	2017	612.1	1	2018	1188.6	1602	725
80	0	3	2017	612.1	2	2019	321.7	1566	405
80	0	3	2017	612.1	3	2020	238.9	1539	168
80	0	3	2017	612.1	edge		137.1	1523	32
81	2	8	2012	613.2	Piscivorous			1656	1678
81	2	8	2012	613.2	1	2013	1055.1	1703	624
81	2	8	2012	613.2	2	2014	147.3	1710	477
81	2	8	2012	613.2	3	2015	101.9	1714	375
81	2	8	2012	613.2	4	2016	56.9	1717	318
81	2	8	2012	613.2	5	2017	46.2	1719	272
81	2	8	2012	613.2	6	2018	56.1	1721	216
81	2	8	2012	613.2	7	2019	45.6	1723	170
81	2	8	2012	613.2	8	2020	46.4	1725	124
81	2	8	2012	613.2	edge		14.0	1726	110
82	2	2	2018	669.8	Piscivorous			1902	1818
82	2	2	2018	669.8	1	2019	1005.0	1947	814
82	2	2	2018	669.8	2	2020	300.2	1961	514
82	2	2	2018	669.8	edge		288.4	1974	226
83	2	5	2015	368.3	Piscivorous			1684	1908
83	2	5	2015	368.3	1	2016	1044.0	1678	864
83	2	5	2015	368.3	2	2017	351.0	1676	513
83	2	5	2015	368.3	3	2018	123.0	1676	390
83	2	5	2015	368.3	4	2019	135.0	1675	255
83	2	5	2015	368.3	5	2020	135.0	1674	120
83	2	5	2015	368.3	edge		58.0	1674	62
84	3	2	2018	661.4	Piscivorous			1639	1852
84	3	2	2018	661.4	1	2019	1054.3	1614	798
84	3	2	2018	661.4	2	2020	506.1	1602	292
84	3	2	2018	661.4	edge		122.1	1599	170
85	2	9	2011	640.4	Piscivorous			2052	1897
85	2	9	2011	640.4	1	2012	819.0	2055	1078
85	2	9	2011	640.4	2	2013	248.0	2055	830
85	2	9	2011	640.4	3	2014	218.0	2056	612
85	2	9	2011	640.4	4	2015	126.0	2057	486
85	2	9	2011	640.4	5	2016	191.0	2057	295
85	2	9	2011	640.4	6	2017	0.0	2057	295
85	2	9	2011	640.4	7	2018	104.0	2057	191
85	2	9	2011	640.4	8	2019	76.0	2058	115
85	2	9	2011	640.4	9	2020	39.0	2058	76
85	2	9	2011	640.4	edge		42.0	2058	34
86	2	0	2020	1148.2	Piscivorous			1682	1860
86	2	0	2020	1148.2	edge		1788.7	1496	81
87	3	3	2017	625.8	Piscivorous			1377	1968
87	3	3	2017	625.8	1	2018	1178.8	1453	792
87	3	3	2017	625.8	2	2019	450.6	1482	342
87	3	3	2017	625.8	3	2020	228.5	1496	114
87	3	3	2017	625.8	edge		57.1	1500	57
88	3	11	2009	447.8	Piscivorous			1808	1719
88	3	11	2009	447.8	1	2010	658.1	1818	1061
88	3	11	2009	447.8	2	2011	185.9	1821	875
88	3	11	2009	447.8	3	2012	111.1	1823	764
88	3	11	2009	447.8	4	2013	101.9	1824	662
88	3	11	2009	447.8	5	2014	156.1	1827	506
88	3	11	2009	447.8	6	2015	72.1	1828	434
88	3	11	2009	447.8	7	2016	57.9	1829	376
88	3	11	2009	447.8	8	2017	64.0	1830	312
88	3	11	2009	447.8	9	2018	47.9	1830	264
88	3	11	2009	447.8	10	2019	44.1	1831	220
88	3	11	2009	447.8	11	2020	39.9	1832	180
88	3	11	2009	447.8	edge		28.1	1832	152
89	2	4	2016	381.0	Piscivorous			1607	1884
89	2	4	2016	381.0	1	2017	957.8	1648	927
89	2	4	2016	381.0	2	2018	0.0	1648	927
89	2	4	2016	381.0	3	2019	297.3	1660	630
89	2	4	2016	381.0	4	2020	326.3	1674	304
89	2	4	2016	381.0	edge		208.2	1683	96
9	1	9	2011	368.8	Piscivorous			1666	1813
9	1	9	2011	368.8	1	2012	602.5	1505	1232
9	1	9	2011	368.8	2	2013	174.7	1459	1064
9	1	9	2011	368.8	3	2014	107.9	1430	960
9	1	9	2011	368.8	4	2015	108.7	1401	855
9	1	9	2011	368.8	5	2016	119.8	1369	740
9	1	9	2011	368.8	6	2017	151.3	1328	594
9	1	9	2011	368.8	7	2018	129.1	1294	470
9	1	9	2011	368.8	8	2019	64.2	1277	408
9	1	9	2011	368.8	9	2020	36.3	1267	373
9	1	9	2011	368.8	edge		49.5	1254	325
90	1	10	2010	379.3	Piscivorous			1670	2000
90	1	10	2010	379.3	1	2011	692.1	1723	1310
90	1	10	2010	379.3	2	2012	187.5	1738	1123
90	1	10	2010	379.3	3	2013	199.7	1753	924
90	1	10	2010	379.3	4	2014	243.5	1772	681
90	1	10	2010	379.3	5	2015	132.5	1782	549
90	1	10	2010	379.3	6	2016	83.8	1788	465
90	1	10	2010	379.3	7	2017	169.6	1801	296
90	1	10	2010	379.3	8	2018	140.1	1812	157
90	1	10	2010	379.3	9	2019	63.7	1817	93
90	1	10	2010	379.3	10	2020	29.1	1819	64
90	1	10	2010	379.3	edge		38.1	1822	26
91	2	4	2016	907.8	Piscivorous			1648	2034
91	2	4	2016	907.8	1	2017	1207.3	1714	829
91	2	4	2016	907.8	2	2018	303.5	1731	525
91	2	4	2016	907.8	3	2019	192.7	1741	333
91	2	4	2016	907.8	4	2020	152.9	1750	180
91	2	4	2016	907.8	edge		60.4	1753	120
92	2	1	2019	923.4	Piscivorous			1659	1845
92	2	1	2019	923.4	1	2020	1093.5	1504	763
92	2	1	2019	923.4	edge		541.1	1427	227
93	2	2	2018	545.8	Piscivorous			1781	1890
93	2	2	2018	545.8	1	2019	790.9	1745	1100
93	2	2	2018	545.8	2	2020	645.0	1716	456
93	2	2	2018	545.8	edge		203.8	1707	252
94	2	2	2018	861.1	Piscivorous			1590	1810
94	2	2	2018	861.1	1	2019	1329.1	1949	530
94	2	2	2018	861.1	2	2020	201.9	2003	336
94	2	2	2018	861.1	edge		224.2	2064	120
95	2	1	2019	797.7	Piscivorous			1731	1912
95	2	1	2019	797.7	1	2020	1497.3	1616	419
95	2	1	2019	797.7	edge		268.9	1595	151
96	2	2	2018	781.1	Piscivorous			1769	1910
96	2	2	2018	781.1	1	2019	979.6	1854	934
96	2	2	2018	781.1	2	2020	680.5	1914	256
96	2	2	2018	781.1	edge		176.9	1929	80
97	3	7	2013	596.9	Piscivorous			1732	1731
97	3	7	2013	596.9	1	2014	882.5	1802	851
97	3	7	2013	596.9	2	2015	314.7	1826	538
97	3	7	2013	596.9	3	2016	120.3	1836	418
97	3	7	2013	596.9	4	2017	85.8	1843	332
97	3	7	2013	596.9	5	2018	32.1	1845	300
97	3	7	2013	596.9	6	2019	62.3	1850	238
97	3	7	2013	596.9	7	2020	42.5	1853	196
97	3	7	2013	596.9	edge		33.8	1856	162
98	3	2	2018	605.7	Piscivorous			1409	1847
98	3	2	2018	605.7	1	2019	920.0	1495	931
98	3	2	2018	605.7	2	2020	623.3	1553	310
98	3	2	2018	605.7	edge		213.3	1573	98
99	1	7	2013	614.3	Piscivorous			1797	1630
99	1	7	2013	614.3	1	2014	838.4	1747	793
99	1	7	2013	614.3	2	2015	318.0	1728	476
99	1	7	2013	614.3	3	2016	144.9	1719	331
99	1	7	2013	614.3	4	2017	86.1	1714	245
99	1	7	2013	614.3	5	2018	55.9	1710	189
99	1	7	2013	614.3	6	2019	54.6	1707	135
99	1	7	2013	614.3	7	2020	48.9	1704	86
99	1	7	2013	614.3	edge		18.0	1703	68
