Sample	Quality	Age	Cohort	Piscivorous	I	Year	Increment	X	Y
47	1	10	2010	419.3	4	2014	152.2	1692	686
47	1	10	2010	419.3	5	2015	190.6	1684	495
47	1	10	2010	419.3	6	2016	97.1	1681	398
47	1	10	2010	419.3	7	2017	86.3	1677	312
47	1	10	2010	419.3	8	2018	106.8	1673	205
47	1	10	2010	419.3	9	2019	39.5	1672	166
47	1	10	2010	419.3	10	2020	77.3	1669	88
47	1	10	2010	419.3	edge		70.5	1666	18
48	2	10	2010	311.3	Piscivorous			1426	1910
48	2	10	2010	311.3	1	2011	450.9	1375	1462
48	2	10	2010	311.3	2	2012	205.0	1351	1259
48	2	10	2010	311.3	3	2013	78.8	1342	1180
48	2	10	2010	311.3	4	2014	91.1	1332	1090
48	2	10	2010	311.3	5	2015	140.6	1316	950
48	2	10	2010	311.3	6	2016	210.0	1292	741
48	2	10	2010	311.3	7	2017	205.0	1268	538
48	2	10	2010	311.3	8	2018	185.1	1247	354
48	2	10	2010	311.3	9	2019	99.6	1236	255
48	2	10	2010	311.3	10	2020	74.2	1227	181
48	2	10	2010	311.3	edge		50.3	1221	131
49	1	10	2010	355.3	Piscivorous			1885	1824
49	1	10	2010	355.3	1	2011	459.0	1936	1368
49	1	10	2010	355.3	2	2012	133.1	1950	1236
49	1	10	2010	355.3	3	2013	240.3	1977	997
49	1	10	2010	355.3	4	2014	143.5	1993	854
49	1	10	2010	355.3	5	2015	150.7	2009	704
49	1	10	2010	355.3	6	2016	168.0	2027	537
49	1	10	2010	355.3	7	2017	132.2	2042	406
49	1	10	2010	355.3	8	2018	141.7	2058	265
49	1	10	2010	355.3	9	2019	118.2	2070	148
49	1	10	2010	355.3	10	2020	92.3	2081	56
49	1	10	2010	355.3	edge		52.1	2086	4
5	3	3	2017	541.8	Piscivorous			1856	1867
5	3	3	2017	541.8	1	2018	980.5	1705	898
5	3	3	2017	541.8	2	2019	415.4	1640	488
5	3	3	2017	541.8	3	2020	158.6	1616	331
5	3	3	2017	541.8	edge		114.1	1598	219
50	3	8	2012	394.0	Piscivorous			1574	1963
50	3	8	2012	394.0	1	2013	659.1	1639	1308
50	3	8	2012	394.0	2	2014	165.6	1656	1143
50	3	8	2012	394.0	3	2015	265.5	1682	879
50	3	8	2012	394.0	4	2016	128.9	1695	750
50	3	8	2012	394.0	5	2017	215.3	1716	536
50	3	8	2012	394.0	6	2018	87.7	1725	449
50	3	8	2012	394.0	7	2019	135.0	1739	314
50	3	8	2012	394.0	8	2020	184.4	1757	131
50	3	8	2012	394.0	edge		57.5	1763	74
51	2	4	2016	682.9	Piscivorous			1664	1841
51	2	4	2016	682.9	1	2017	900.5	1643	941
51	2	4	2016	682.9	2	2018	311.7	1635	629
51	2	4	2016	682.9	3	2019	165.4	1631	464
51	2	4	2016	682.9	4	2020	194.9	1627	269
51	2	4	2016	682.9	edge		75.1	1625	194
52	1	4	2016	467.4	Piscivorous			1390	1902
52	1	4	2016	467.4	1	2017	839.4	1471	1066
52	1	4	2016	467.4	2	2018	228.4	1494	839
52	1	4	2016	467.4	3	2019	336.8	1526	504
52	1	4	2016	467.4	4	2020	242.3	1550	263
52	1	4	2016	467.4	edge		161.1	1566	102
53	1	5	2015	590.3	Piscivorous			1685	1767
53	1	5	2015	590.3	1	2016	763.2	1730	1005
53	1	5	2015	590.3	2	2017	254.2	1745	751
53	1	5	2015	590.3	3	2018	231.3	1758	520
53	1	5	2015	590.3	4	2019	18.5	1759	502
53	1	5	2015	590.3	5	2020	221.0	1772	281
53	1	5	2015	590.3	edge		183.0	1783	98
54	2	5	2015	545.5	Piscivorous			2095	1787
54	2	5	2015	545.5	1	2016	901.2	1757	952
54	2	5	2015	545.5	2	2017	217.7	1675	750
54	2	5	2015	545.5	3	2018	253.6	1580	515
54	2	5	2015	545.5	4	2019	178.0	1513	350
54	2	5	2015	545.5	5	2020	128.6	1465	231
54	2	5	2015	545.5	edge		102.8	1426	135
55	1	4	2016	569.8	Piscivorous			1933	1878
55	1	4	2016	569.8	1	2017	732.6	1839	1151
55	1	4	2016	569.8	2	2018	391.6	1789	763
55	1	4	2016	569.8	3	2019	188.0	1765	577
55	1	4	2016	569.8	4	2020	329.6	1723	250
55	1	4	2016	569.8	edge		67.3	1714	183
56	2	7	2013	331.6	Piscivorous			1857	1738
56	2	7	2013	331.6	1	2014	526.6	1896	1213
56	2	7	2013	331.6	2	2015	169.1	1909	1044
56	2	7	2013	331.6	3	2016	151.5	1920	893
56	2	7	2013	331.6	4	2017	175.8	1934	718
56	2	7	2013	331.6	5	2018	148.7	1945	570
56	2	7	2013	331.6	6	2019	131.1	1955	439
56	2	7	2013	331.6	7	2020	139.0	1965	300
56	2	7	2013	331.6	edge		140.8	1976	160
57	1	5	2015	464.3	Piscivorous			1570	1840
57	1	5	2015	464.3	1	2016	743.0	1610	1098
57	1	5	2015	464.3	2	2017	358.1	1629	741
57	1	5	2015	464.3	3	2018	257.6	1643	484
57	1	5	2015	464.3	4	2019	225.8	1655	258
57	1	5	2015	464.3	5	2020	139.6	1662	119
57	1	5	2015	464.3	edge		36.8	1664	82
58	1	8	2012	276.5	Piscivorous			1588	1984
58	1	8	2012	276.5	1	2013	865.4	1554	1119
58	1	8	2012	276.5	2	2014	191.1	1546	928
58	1	8	2012	276.5	3	2015	176.8	1539	752
58	1	8	2012	276.5	4	2016	168.3	1532	584
58	1	8	2012	276.5	5	2017	164.0	1526	420
58	1	8	2012	276.5	6	2018	135.7	1521	284
58	1	8	2012	276.5	7	2019	107.3	1516	177
58	1	8	2012	276.5	8	2020	64.1	1514	113
58	1	8	2012	276.5	edge		44.8	1512	68
59	2	4	2016	579.4	Piscivorous			1774	1906
59	2	4	2016	579.4	1	2017	1042.5	1783	864
59	2	4	2016	579.4	2	2018	208.3	1784	656
59	2	4	2016	579.4	3	2019	204.4	1786	451
59	2	4	2016	579.4	4	2020	189.9	1788	261
59	2	4	2016	579.4	edge		78.6	1788	183
6	2	7	2013	434.7	Piscivorous			1604	1724
6	2	7	2013	434.7	1	2014	556.8	1686	1173
6	2	7	2013	434.7	2	2015	249.8	1723	926
6	2	7	2013	434.7	3	2016	174.5	1749	754
6	2	7	2013	434.7	4	2017	162.4	1773	593
6	2	7	2013	434.7	5	2018	102.9	1788	491
6	2	7	2013	434.7	6	2019	139.2	1809	354
6	2	7	2013	434.7	7	2020	104.0	1824	251
6	2	7	2013	434.7	edge		51.4	1832	200
60	2	7	2013	504.3	Piscivorous			1603	1709
60	2	7	2013	504.3	1	2014	771.7	1520	942
60	2	7	2013	504.3	2	2015	145.4	1505	797
60	2	7	2013	504.3	3	2016	224.5	1481	574
60	2	7	2013	504.3	4	2017	137.6	1466	437
60	2	7	2013	504.3	5	2018	117.7	1453	320
60	2	7	2013	504.3	6	2019	57.5	1447	263
60	2	7	2013	504.3	7	2020	57.9	1441	206
60	2	7	2013	504.3	edge		58.4	1435	148
61	3	5	2015	393.5	Piscivorous			1562	1918
61	3	5	2015	393.5	1	2016	725.9	1543	1193
61	3	5	2015	393.5	2	2017	299.1	1536	894
61	3	5	2015	393.5	3	2018	212.2	1531	681
61	3	5	2015	393.5	4	2019	234.9	1525	447
61	3	5	2015	393.5	5	2020	241.2	1519	206
61	3	5	2015	393.5	edge		86.7	1517	119
62	1	9	2011	548.6	Piscivorous			1890	1922
62	1	9	2011	548.6	1	2012	709.6	1944	1215
62	1	9	2011	548.6	2	2013	127.6	1954	1088
62	1	9	2011	548.6	3	2014	130.1	1964	958
62	1	9	2011	548.6	4	2015	189.9	1979	769
62	1	9	2011	548.6	5	2016	221.6	1996	548
62	1	9	2011	548.6	6	2017	114.4	2005	434
62	1	9	2011	548.6	7	2018	136.4	2016	298
62	1	9	2011	548.6	8	2019	89.9	2023	208
62	1	9	2011	548.6	9	2020	57.5	2027	151
62	1	9	2011	548.6	edge		77.0	2033	74
63	1	8	2012	237.0	Piscivorous			1906	1758
63	1	8	2012	237.0	1	2013	651.4	1729	1131
63	1	8	2012	237.0	2	2014	140.8	1691	996
63	1	8	2012	237.0	3	2015	131.1	1655	870
63	1	8	2012	237.0	4	2016	48.5	1642	823
63	1	8	2012	237.0	5	2017	237.6	1577	595
63	1	8	2012	237.0	6	2018	117.1	1546	482
63	1	8	2012	237.0	7	2019	97.4	1519	388
63	1	8	2012	237.0	8	2020	93.5	1494	298
63	1	8	2012	237.0	edge		67.0	1476	234
64	3	6	2014	680.3	Piscivorous			1524	1895
64	3	6	2014	680.3	1	2015	954.0	1519	941
64	3	6	2014	680.3	2	2016	243.0	1518	698
64	3	6	2014	680.3	3	2017	242.9	1517	455
64	3	6	2014	680.3	4	2018	147.1	1516	308
64	3	6	2014	680.3	5	2019	135.0	1515	173
64	3	6	2014	680.3	6	2020	51.0	1515	122
64	3	6	2014	680.3	edge		21.0	1515	101
65	3	10	2010	221.4	Piscivorous			1664	1681
65	3	10	2010	221.4	1	2011	354.4	1631	1328
65	3	10	2010	221.4	2	2012	134.3	1619	1194
65	3	10	2010	221.4	3	2013	177.8	1603	1017
65	3	10	2010	221.4	4	2014	139.9	1590	878
65	3	10	2010	221.4	5	2015	99.5	1580	779
65	3	10	2010	221.4	6	2016	144.4	1567	635
65	3	10	2010	221.4	7	2017	131.7	1555	504
65	3	10	2010	221.4	8	2018	81.6	1547	422
65	3	10	2010	221.4	9	2019	58.3	1542	364
65	3	10	2010	221.4	10	2020	44.5	1538	320
65	3	10	2010	221.4	edge		53.8	1533	266
66	2	4	2016	660.2	Piscivorous			1734	1734
66	2	4	2016	660.2	1	2017	860.8	1740	873
66	2	4	2016	660.2	2	2018	192.7	1742	680
66	2	4	2016	660.2	3	2019	184.4	1743	496
66	2	4	2016	660.2	4	2020	204.9	1745	291
66	2	4	2016	660.2	edge		209.0	1746	82
67	2	7	2013	484.2	Piscivorous			1865	1795
67	2	7	2013	484.2	1	2014	659.9	1749	1146
67	2	7	2013	484.2	2	2015	193.4	1715	955
67	2	7	2013	484.2	3	2016	115.2	1694	842
67	2	7	2013	484.2	4	2017	245.7	1651	600
67	2	7	2013	484.2	5	2018	144.8	1626	457
67	2	7	2013	484.2	6	2019	113.1	1606	346
67	2	7	2013	484.2	7	2020	78.7	1592	269
67	2	7	2013	484.2	edge		102.2	1574	168
68	2	10	2010	290.3	Piscivorous			1742	1828
68	2	10	2010	290.3	1	2011	587.9	1676	1244
68	2	10	2010	290.3	2	2012	231.9	1650	1014
68	2	10	2010	290.3	3	2013	157.5	1632	857
68	2	10	2010	290.3	4	2014	137.5	1616	720
68	2	10	2010	290.3	5	2015	128.6	1602	593
68	2	10	2010	290.3	6	2016	85.6	1592	508
68	2	10	2010	290.3	7	2017	87.2	1582	421
68	2	10	2010	290.3	8	2018	94.0	1572	327
68	2	10	2010	290.3	9	2019	72.5	1563	255
68	2	10	2010	290.3	10	2020	58.1	1557	198
68	2	10	2010	290.3	edge		29.8	1553	168
69	1	4	2016	579.1	Piscivorous			1603	1824
69	1	4	2016	579.1	1	2017	905.9	1598	918
69	1	4	2016	579.1	2	2018	195.6	1597	723
69	1	4	2016	579.1	3	2019	238.9	1596	484
69	1	4	2016	579.1	4	2020	168.0	1595	316
69	1	4	2016	579.1	edge		73.8	1594	242
7	2	7	2013	524.3	Piscivorous			1562	1865
7	2	7	2013	524.3	1	2014	670.2	1507	1197
7	2	7	2013	524.3	2	2015	124.6	1497	1073
7	2	7	2013	524.3	3	2016	188.9	1481	885
7	2	7	2013	524.3	4	2017	229.4	1463	656
7	2	7	2013	524.3	5	2018	267.2	1441	390
7	2	7	2013	524.3	6	2019	160.7	1428	229
7	2	7	2013	524.3	7	2020	65.4	1423	164
7	2	7	2013	524.3	edge		53.8	1418	111
70	2	5	2015	439.7	Piscivorous			1688	1673
70	2	5	2015	439.7	1	2016	709.5	1691	964
70	2	5	2015	439.7	2	2017	190.6	1692	773
70	2	5	2015	439.7	3	2018	192.8	1693	580
70	2	5	2015	439.7	4	2019	139.7	1694	441
70	2	5	2015	439.7	5	2020	121.9	1694	319
70	2	5	2015	439.7	edge		107.4	1695	211
71	2	4	2016	591.7	Piscivorous			1787	1771
71	2	4	2016	591.7	1	2017	909.5	1807	861
71	2	4	2016	591.7	2	2018	266.1	1813	595
71	2	4	2016	591.7	3	2019	139.4	1816	456
71	2	4	2016	591.7	4	2020	193.5	1820	263
71	2	4	2016	591.7	edge		188.9	1824	74
72	2	7	2013	468.2	Piscivorous			1582	1754
72	2	7	2013	468.2	1	2014	707.3	1648	1050
72	2	7	2013	468.2	2	2015	158.5	1663	892
72	2	7	2013	468.2	3	2016	101.7	1673	791
72	2	7	2013	468.2	4	2017	159.2	1688	633
72	2	7	2013	468.2	5	2018	141.8	1701	491
72	2	7	2013	468.2	6	2019	142.7	1714	349
72	2	7	2013	468.2	7	2020	146.0	1728	204
72	2	7	2013	468.2	edge		106.0	1738	98
73	3	10	2010	609.3	Piscivorous			1619	1861
73	3	10	2010	609.3	1	2011	710.7	1695	1154
73	3	10	2010	609.3	2	2012	96.8	1705	1058
73	3	10	2010	609.3	3	2013	103.2	1716	955
73	3	10	2010	609.3	4	2014	111.8	1728	844
73	3	10	2010	609.3	5	2015	243.1	1754	603
73	3	10	2010	609.3	6	2016	91.0	1764	512
73	3	10	2010	609.3	7	2017	196.9	1785	316
73	3	10	2010	609.3	8	2018	157.1	1802	160
73	3	10	2010	609.3	9	2019	53.9	1807	107
73	3	10	2010	609.3	10	2020	44.8	1812	62
73	3	10	2010	609.3	edge		33.5	1816	29
74	2	8	2012	320.7	Piscivorous			1447	1922
74	2	8	2012	320.7	1	2013	496.2	1461	1426
74	2	8	2012	320.7	2	2014	270.9	1468	1156
74	2	8	2012	320.7	3	2015	164.3	1473	991
74	2	8	2012	320.7	4	2016	208.4	1479	783
74	2	8	2012	320.7	5	2017	163.9	1483	619
74	2	8	2012	320.7	6	2018	193.1	1489	426
74	2	8	2012	320.7	7	2019	131.1	1492	295
74	2	8	2012	320.7	8	2020	61.5	1494	234
74	2	8	2012	320.7	edge		69.7	1496	164
75	1	9	2011	304.3	Piscivorous			1799	1890
75	1	9	2011	304.3	1	2012	526.8	1813	1363
75	1	9	2011	304.3	2	2013	379.8	1823	983
75	1	9	2011	304.3	3	2014	119.7	1826	864
75	1	9	2011	304.3	4	2015	119.6	1829	744
75	1	9	2011	304.3	5	2016	122.2	1832	622
75	1	9	2011	304.3	6	2017	139.0	1835	483
75	1	9	2011	304.3	7	2018	118.5	1839	364
75	1	9	2011	304.3	8	2019	92.1	1841	272
75	1	9	2011	304.3	9	2020	74.0	1843	198
75	1	9	2011	304.3	edge		67.2	1844	131
76	2	10	2010	370.4	Piscivorous			1898	1853
76	2	10	2010	370.4	1	2011	496.8	1925	1357
76	2	10	2010	370.4	2	2012	127.5	1932	1229
76	2	10	2010	370.4	3	2013	90.7	1937	1139
76	2	10	2010	370.4	4	2014	140.3	1945	999
76	2	10	2010	370.4	5	2015	186.9	1955	812
76	2	10	2010	370.4	6	2016	140.7	1963	672
76	2	10	2010	370.4	7	2017	139.4	1970	532
76	2	10	2010	370.4	8	2018	134.8	1978	398
76	2	10	2010	370.4	9	2019	190.4	1988	208
76	2	10	2010	370.4	10	2020	104.0	1994	104
76	2	10	2010	370.4	edge		42.4	1996	61
77	1	8	2012	410.2	Piscivorous			1763	2000
77	1	8	2012	410.2	1	2013	877.7	1701	1125
77	1	8	2012	410.2	2	2014	218.7	1685	907
77	1	8	2012	410.2	3	2015	156.9	1674	750
77	1	8	2012	410.2	4	2016	132.3	1665	618
77	1	8	2012	410.2	5	2017	201.3	1650	417
77	1	8	2012	410.2	6	2018	195.8	1637	222
77	1	8	2012	410.2	7	2019	107.9	1629	114
77	1	8	2012	410.2	8	2020	51.7	1625	63
77	1	8	2012	410.2	edge		30.1	1623	33
78	1	11	2009	232.1	Piscivorous			1584	1892
78	1	11	2009	232.1	1	2010	347.0	1570	1545
78	1	11	2009	232.1	2	2011	138.4	1565	1407
78	1	11	2009	232.1	3	2012	86.6	1561	1321
78	1	11	2009	232.1	4	2013	123.4	1556	1197
78	1	11	2009	232.1	5	2014	183.3	1549	1014
78	1	11	2009	232.1	6	2015	324.3	1536	690
78	1	11	2009	232.1	7	2016	129.3	1531	561
78	1	11	2009	232.1	8	2017	90.3	1527	471
78	1	11	2009	232.1	9	2018	96.0	1523	375
78	1	11	2009	232.1	10	2019	74.8	1520	300
78	1	11	2009	232.1	11	2020	51.1	1518	249
78	1	11	2009	232.1	edge		52.9	1516	196
79	1	11	2009	262.5	Piscivorous			1758	1877
79	1	11	2009	262.5	1	2010	356.7	1750	1521
79	1	11	2009	262.5	2	2011	131.0	1747	1390
79	1	11	2009	262.5	3	2012	131.2	1744	1259
79	1	11	2009	262.5	4	2013	238.1	1738	1021
79	1	11	2009	262.5	5	2014	180.0	1734	841
79	1	11	2009	262.5	6	2015	156.0	1730	685
79	1	11	2009	262.5	7	2016	155.6	1726	529
79	1	11	2009	262.5	8	2017	110.6	1724	418
79	1	11	2009	262.5	9	2018	61.8	1722	357
79	1	11	2009	262.5	10	2019	70.0	1720	287
79	1	11	2009	262.5	11	2020	77.6	1719	209
79	1	11	2009	262.5	edge		45.3	1717	164
8	1	9	2011	343.5	Piscivorous			1791	1849
8	1	9	2011	343.5	1	2012	478.0	1833	1372
8	1	9	2011	343.5	2	2013	138.8	1845	1234
8	1	9	2011	343.5	3	2014	166.9	1860	1068
8	1	9	2011	343.5	4	2015	196.6	1877	872
8	1	9	2011	343.5	5	2016	273.9	1901	599
8	1	9	2011	343.5	6	2017	120.7	1912	479
8	1	9	2011	343.5	7	2018	145.4	1924	334
8	1	9	2011	343.5	8	2019	114.0	1934	221
8	1	9	2011	343.5	9	2020	82.7	1942	138
8	1	9	2011	343.5	edge		60.5	1947	78
80	1	6	2014	574.1	Piscivorous			1750	1890
80	1	6	2014	574.1	1	2015	789.7	1687	1102
80	1	6	2014	574.1	2	2016	226.3	1669	877
80	1	6	2014	574.1	3	2017	228.9	1651	649
80	1	6	2014	574.1	4	2018	208.3	1634	441
80	1	6	2014	574.1	5	2019	176.9	1620	265
80	1	6	2014	574.1	6	2020	169.1	1606	96
80	1	6	2014	574.1	edge		47.1	1603	49
81	2	10	2010	362.2	Piscivorous			1660	1672
81	2	10	2010	362.2	1	2011	564.8	1680	1108
81	2	10	2010	362.2	2	2012	261.0	1689	847
81	2	10	2010	362.2	3	2013	124.3	1694	722
81	2	10	2010	362.2	4	2014	91.2	1697	631
81	2	10	2010	362.2	5	2015	96.7	1701	535
81	2	10	2010	362.2	6	2016	170.6	1707	364
81	2	10	2010	362.2	7	2017	71.5	1709	293
81	2	10	2010	362.2	8	2018	64.0	1711	229
81	2	10	2010	362.2	9	2019	60.4	1714	168
81	2	10	2010	362.2	10	2020	32.0	1715	137
81	2	10	2010	362.2	edge		36.5	1716	100
82	1	7	2013	406.5	Piscivorous			1894	1812
82	1	7	2013	406.5	1	2014	523.3	1914	1289
82	1	7	2013	406.5	2	2015	120.7	1919	1168
82	1	7	2013	406.5	3	2016	100.3	1923	1068
82	1	7	2013	406.5	4	2017	129.3	1928	939
82	1	7	2013	406.5	5	2018	407.6	1944	532
82	1	7	2013	406.5	6	2019	138.8	1949	393
82	1	7	2013	406.5	7	2020	101.9	1953	291
82	1	7	2013	406.5	edge		57.4	1955	234
83	1	11	2009	382.7	Piscivorous			1714	1896
83	1	11	2009	382.7	1	2010	510.0	1711	1386
83	1	11	2009	382.7	2	2011	144.0	1711	1242
83	1	11	2009	382.7	3	2012	99.0	1710	1143
83	1	11	2009	382.7	4	2013	84.0	1710	1059
83	1	11	2009	382.7	5	2014	89.9	1709	969
83	1	11	2009	382.7	6	2015	90.1	1709	879
83	1	11	2009	382.7	7	2016	147.0	1708	732
83	1	11	2009	382.7	8	2017	195.0	1707	537
83	1	11	2009	382.7	9	2018	125.9	1707	411
83	1	11	2009	382.7	10	2019	123.0	1706	288
83	1	11	2009	382.7	11	2020	150.0	1705	138
83	1	11	2009	382.7	edge		75.0	1705	63
84	2	2	2018	548.3	Piscivorous			1659	1846
84	2	2	2018	548.3	1	2019	1025.1	1629	821
84	2	2	2018	548.3	2	2020	495.2	1614	326
84	2	2	2018	548.3	edge		157.6	1609	168
85	3	6	2014	632.3	Piscivorous			2045	1894
85	3	6	2014	632.3	1	2015	803.3	2042	1090
85	3	6	2014	632.3	2	2016	266.5	2041	824
85	3	6	2014	632.3	3	2017	208.9	2040	615
85	3	6	2014	632.3	4	2018	119.0	2039	496
85	3	6	2014	632.3	5	2019	180.3	2038	316
85	3	6	2014	632.3	6	2020	131.2	2038	184
85	3	6	2014	632.3	edge		143.4	2037	41
86	2	0	2020	1135.1	Piscivorous			1685	1873
86	2	0	2020	1135.1	edge		1794.8	1480	90
87	2	3	2017	1128.5	Piscivorous			1381	1992
87	2	3	2017	1128.5	1	2018	1409.6	1483	586
87	2	3	2017	1128.5	2	2019	214.4	1498	372
87	2	3	2017	1128.5	3	2020	244.7	1516	128
87	2	3	2017	1128.5	edge		62.8	1521	66
88	1	11	2009	415.6	Piscivorous			1804	1713
88	1	11	2009	415.6	1	2010	562.0	1818	1152
88	1	11	2009	415.6	2	2011	147.1	1822	1004
88	1	11	2009	415.6	3	2012	93.4	1825	911
88	1	11	2009	415.6	4	2013	91.5	1827	820
88	1	11	2009	415.6	5	2014	143.3	1831	676
88	1	11	2009	415.6	6	2015	119.5	1834	557
88	1	11	2009	415.6	7	2016	103.1	1836	454
88	1	11	2009	415.6	8	2017	66.0	1838	388
88	1	11	2009	415.6	9	2018	84.9	1840	303
88	1	11	2009	415.6	10	2019	45.6	1842	258
88	1	11	2009	415.6	11	2020	56.5	1843	201
88	1	11	2009	415.6	edge		53.5	1844	148
89	1	6	2014	374.7	Piscivorous			1586	1898
89	1	6	2014	374.7	1	2015	776.7	1654	1124
89	1	6	2014	374.7	2	2016	174.3	1669	950
89	1	6	2014	374.7	3	2017	240.9	1690	710
89	1	6	2014	374.7	4	2018	191.0	1706	520
89	1	6	2014	374.7	5	2019	250.2	1728	271
89	1	6	2014	374.7	6	2020	95.3	1736	176
89	1	6	2014	374.7	edge		69.4	1742	107
9	1	13	2007	239.0	Piscivorous			1660	1836
9	1	13	2007	239.0	1	2008	338.2	1713	1502
9	1	13	2007	239.0	2	2009	99.1	1729	1404
9	1	13	2007	239.0	3	2010	125.9	1748	1280
9	1	13	2007	239.0	4	2011	164.5	1774	1118
9	1	13	2007	239.0	5	2012	117.8	1793	1001
9	1	13	2007	239.0	6	2013	70.7	1804	931
9	1	13	2007	239.0	7	2014	115.3	1822	818
9	1	13	2007	239.0	8	2015	116.6	1840	702
9	1	13	2007	239.0	9	2016	117.6	1859	586
9	1	13	2007	239.0	10	2017	100.8	1875	487
9	1	13	2007	239.0	11	2018	78.2	1887	409
9	1	13	2007	239.0	12	2019	68.8	1898	341
9	1	13	2007	239.0	13	2020	41.8	1904	300
9	1	13	2007	239.0	edge		63.3	1914	238
90	1	9	2011	281.5	Piscivorous			1656	2008
90	1	9	2011	281.5	1	2012	663.3	1708	1347
90	1	9	2011	281.5	2	2013	204.6	1724	1143
90	1	9	2011	281.5	3	2014	168.5	1737	975
90	1	9	2011	281.5	4	2015	165.0	1750	811
90	1	9	2011	281.5	5	2016	142.0	1761	669
90	1	9	2011	281.5	6	2017	208.2	1777	462
90	1	9	2011	281.5	7	2018	158.1	1790	304
90	1	9	2011	281.5	8	2019	109.3	1798	195
90	1	9	2011	281.5	9	2020	99.0	1806	96
90	1	9	2011	281.5	edge		71.9	1812	25
91	1	8	2012	611.0	Piscivorous			1676	2041
91	1	8	2012	611.0	1	2013	779.2	1698	1262
91	1	8	2012	611.0	2	2014	155.8	1702	1107
91	1	8	2012	611.0	3	2015	148.1	1707	959
91	1	8	2012	611.0	4	2016	143.9	1711	815
91	1	8	2012	611.0	5	2017	277.9	1718	537
91	1	8	2012	611.0	6	2018	106.5	1721	430
91	1	8	2012	611.0	7	2019	102.5	1724	328
91	1	8	2012	611.0	8	2020	110.9	1727	217
91	1	8	2012	611.0	edge		94.2	1730	123
92	2	3	2017	905.2	Piscivorous			1656	1861
92	2	3	2017	905.2	1	2018	1099.1	1501	773
92	2	3	2017	905.2	2	2019	189.6	1474	585
92	2	3	2017	905.2	3	2020	238.2	1440	349
92	2	3	2017	905.2	edge		125.2	1422	225
93	2	2	2018	752.0	Piscivorous			1791	1869
93	2	2	2018	752.0	1	2019	1255.9	1718	615
93	2	2	2018	752.0	2	2020	148.7	1710	467
93	2	2	2018	752.0	edge		221.2	1697	246
94	2	3	2017	820.5	Piscivorous			1586	1791
94	2	3	2017	820.5	1	2018	1226.7	1882	601
94	2	3	2017	820.5	2	2019	217.7	1934	389
94	2	3	2017	820.5	3	2020	182.9	1978	212
94	2	3	2017	820.5	edge		91.5	2000	123
95	2	5	2015	443.2	Piscivorous			1730	1926
95	2	5	2015	443.2	1	2016	797.2	1667	1132
95	2	5	2015	443.2	2	2017	298.6	1644	834
95	2	5	2015	443.2	3	2018	222.9	1627	612
95	2	5	2015	443.2	4	2019	156.6	1615	456
95	2	5	2015	443.2	5	2020	201.2	1599	255
95	2	5	2015	443.2	edge		107.8	1590	148
96	2	5	2015	709.9	Piscivorous			1767	1881
96	2	5	2015	709.9	1	2016	930.9	1841	953
96	2	5	2015	709.9	2	2017	341.1	1868	613
96	2	5	2015	709.9	3	2018	172.3	1881	442
96	2	5	2015	709.9	4	2019	87.4	1888	355
96	2	5	2015	709.9	5	2020	122.3	1898	233
96	2	5	2015	709.9	edge		151.2	1910	82
97	1	8	2012	354.9	Piscivorous			1734	1750
97	1	8	2012	354.9	1	2013	557.1	1516	1238
97	1	8	2012	354.9	2	2014	289.0	1403	972
97	1	8	2012	354.9	3	2015	307.9	1283	688
97	1	8	2012	354.9	4	2016	143.2	1227	556
97	1	8	2012	354.9	5	2017	143.2	1171	425
97	1	8	2012	354.9	6	2018	122.7	1123	312
97	1	8	2012	354.9	7	2019	102.8	1082	217
97	1	8	2012	354.9	8	2020	44.1	1065	177
97	1	8	2012	354.9	edge		40.4	1049	139
98	2	5	2015	529.3	Piscivorous			1402	1836
98	2	5	2015	529.3	1	2016	869.1	1480	971
98	2	5	2015	529.3	2	2017	251.2	1502	720
98	2	5	2015	529.3	3	2018	224.5	1522	497
98	2	5	2015	529.3	4	2019	188.9	1539	309
98	2	5	2015	529.3	5	2020	115.8	1549	193
98	2	5	2015	529.3	edge		91.3	1558	102
99	1	14	2006	352.6	Piscivorous			1779	1627
99	1	14	2006	352.6	1	2007	473.6	1764	1154
99	1	14	2006	352.6	2	2008	91.4	1761	1063
99	1	14	2006	352.6	3	2009	57.5	1759	1005
99	1	14	2006	352.6	4	2010	59.2	1758	946
99	1	14	2006	352.6	5	2011	72.3	1755	874
99	1	14	2006	352.6	6	2012	124.0	1751	750
99	1	14	2006	352.6	7	2013	112.2	1748	638
99	1	14	2006	352.6	8	2014	114.3	1744	523
99	1	14	2006	352.6	9	2015	97.6	1741	426
99	1	14	2006	352.6	10	2016	98.5	1738	327
99	1	14	2006	352.6	11	2017	59.1	1736	268
99	1	14	2006	352.6	12	2018	48.7	1735	220
99	1	14	2006	352.6	13	2019	47.8	1733	172
99	1	14	2006	352.6	14	2020	73.0	1731	99
99	1	14	2006	352.6	edge		37.4	1730	61
