"fishID"	"capt_date"	"TL_mm"	"weight"	"sex"	"area"	"age"	"cohort"	"lifeyear"	"inc_um"	"rad_um"	"core"	"sims_dist"	"d18O"	"comment"
"BH-00392"	"2019-07-11"	930	5600	"f"	"Barthe"	7	2012	1	493	513	228.5	180.2775638	-5.9434521	"OK"
"BH-00392"	"2019-07-11"	930	5600	"f"	"Barthe"	7	2012	1	493	513	228.5	216.3330765	-7.4469676	"OK"
"BH-00392"	"2019-07-11"	930	5600	"f"	"Barthe"	7	2012	1	493	513	228.5	252.3885893	-7.67977	"OK"
"BH-00392"	"2019-07-11"	930	5600	"f"	"Barthe"	7	2012	1	493	513	228.5	288.444102	-6.9522625	"OK"
"BH-00392"	"2019-07-11"	930	5600	"f"	"Barthe"	7	2012	1	493	513	228.5	324.4996148	-6.5351582	"OK"
"BH-00392"	"2019-07-11"	930	5600	"f"	"Barthe"	7	2012	1	493	513	228.5	360.5551275	-5.836751	"OK"
"BH-00392"	"2019-07-11"	930	5600	"f"	"Barthe"	7	2012	1	493	513	228.5	395.6677899	-6.0889536	"OK"
"BH-00392"	"2019-07-11"	930	5600	"f"	"Barthe"	7	2012	1	493	513	228.5	430.7806867	-6.1180539	"OK"
"BH-00392"	"2019-07-11"	930	5600	"f"	"Barthe"	7	2012	1	493	513	228.5	465.8937647	-7.0492635	"OK"
"BH-00392"	"2019-07-11"	930	5600	"f"	"Barthe"	7	2012	1	493	513	228.5	501.006986	-5.7106497	"OK"
"BH-00392"	"2019-07-11"	930	5600	"f"	"Barthe"	7	2012	2	315.2	828.2	228.5	536.1203223	-6.6321592	"OK"
"BH-00392"	"2019-07-11"	930	5600	"f"	"Barthe"	7	2012	2	315.2	828.2	228.5	571.2337525	-8.2423758	"OK"
"BH-00392"	"2019-07-11"	930	5600	"f"	"Barthe"	7	2012	2	315.2	828.2	228.5	606.3472602	-7.9125724	"OK"
"BH-00392"	"2019-07-11"	930	5600	"f"	"Barthe"	7	2012	2	315.2	828.2	228.5	641.4608328	-8.1259746	"OK"
"BH-00392"	"2019-07-11"	930	5600	"f"	"Barthe"	7	2012	2	315.2	828.2	228.5	676.5744601	-8.5042785	"OK"
"BH-00392"	"2019-07-11"	930	5600	"f"	"Barthe"	7	2012	2	315.2	828.2	228.5	711.6881339	-8.7273808	"OK"
